customer_id,mrr,plan,industry,lower_bound,upper_bound,outlier_flag
cust_283,4999,enterprise,Healthcare,-2251.0,4549.0,High — Upsell Opportunity
cust_308,4999,enterprise,Ecommerce,-2251.0,4549.0,High — Upsell Opportunity
cust_319,4999,enterprise,Other,-2251.0,4549.0,High — Upsell Opportunity
cust_341,4999,enterprise,Ecommerce,-2251.0,4549.0,High — Upsell Opportunity
cust_357,4999,enterprise,Finance,-2251.0,4549.0,High — Upsell Opportunity
cust_364,4999,enterprise,Other,-2251.0,4549.0,High — Upsell Opportunity
cust_380,4999,enterprise,Ecommerce,-2251.0,4549.0,High — Upsell Opportunity
cust_396,4999,enterprise,Finance,-2251.0,4549.0,High — Upsell Opportunity
cust_413,4999,enterprise,Healthcare,-2251.0,4549.0,High — Upsell Opportunity
cust_427,4999,enterprise,Finance,-2251.0,4549.0,High — Upsell Opportunity
cust_447,4999,enterprise,Finance,-2251.0,4549.0,High — Upsell Opportunity
cust_452,4999,enterprise,Finance,-2251.0,4549.0,High — Upsell Opportunity
cust_459,4999,enterprise,Healthcare,-2251.0,4549.0,High — Upsell Opportunity
cust_482,4999,enterprise,SaaS,-2251.0,4549.0,High — Upsell Opportunity
cust_528,4999,enterprise,Healthcare,-2251.0,4549.0,High — Upsell Opportunity
cust_532,4999,enterprise,Healthcare,-2251.0,4549.0,High — Upsell Opportunity
cust_543,4999,enterprise,SaaS,-2251.0,4549.0,High — Upsell Opportunity
cust_547,4999,enterprise,Other,-2251.0,4549.0,High — Upsell Opportunity
cust_561,4999,enterprise,Healthcare,-2251.0,4549.0,High — Upsell Opportunity
cust_587,4999,enterprise,Healthcare,-2251.0,4549.0,High — Upsell Opportunity
cust_592,4999,enterprise,Ecommerce,-2251.0,4549.0,High — Upsell Opportunity
cust_595,4999,enterprise,Finance,-2251.0,4549.0,High — Upsell Opportunity
cust_599,4999,enterprise,Ecommerce,-2251.0,4549.0,High — Upsell Opportunity
cust_626,4999,enterprise,Other,-2251.0,4549.0,High — Upsell Opportunity
cust_635,4999,enterprise,Finance,-2251.0,4549.0,High — Upsell Opportunity
cust_649,4999,enterprise,Finance,-2251.0,4549.0,High — Upsell Opportunity
cust_656,4999,enterprise,Other,-2251.0,4549.0,High — Upsell Opportunity
cust_669,4999,enterprise,Finance,-2251.0,4549.0,High — Upsell Opportunity
cust_675,4999,enterprise,Finance,-2251.0,4549.0,High — Upsell Opportunity
cust_676,4999,enterprise,Healthcare,-2251.0,4549.0,High — Upsell Opportunity
cust_705,4999,enterprise,Healthcare,-2251.0,4549.0,High — Upsell Opportunity
cust_720,4999,enterprise,Healthcare,-2251.0,4549.0,High — Upsell Opportunity
cust_727,4999,enterprise,SaaS,-2251.0,4549.0,High — Upsell Opportunity
cust_745,4999,enterprise,Ecommerce,-2251.0,4549.0,High — Upsell Opportunity
cust_754,4999,enterprise,Ecommerce,-2251.0,4549.0,High — Upsell Opportunity
cust_793,4999,enterprise,Healthcare,-2251.0,4549.0,High — Upsell Opportunity
cust_801,4999,enterprise,SaaS,-2251.0,4549.0,High — Upsell Opportunity
cust_808,4999,enterprise,SaaS,-2251.0,4549.0,High — Upsell Opportunity
cust_809,4999,enterprise,SaaS,-2251.0,4549.0,High — Upsell Opportunity
cust_820,4999,enterprise,Finance,-2251.0,4549.0,High — Upsell Opportunity
cust_821,4999,enterprise,Ecommerce,-2251.0,4549.0,High — Upsell Opportunity
cust_837,4999,enterprise,SaaS,-2251.0,4549.0,High — Upsell Opportunity
cust_850,4999,enterprise,Other,-2251.0,4549.0,High — Upsell Opportunity
cust_854,4999,enterprise,SaaS,-2251.0,4549.0,High — Upsell Opportunity
cust_856,4999,enterprise,Other,-2251.0,4549.0,High — Upsell Opportunity
cust_860,4999,enterprise,Finance,-2251.0,4549.0,High — Upsell Opportunity
cust_881,4999,enterprise,Ecommerce,-2251.0,4549.0,High — Upsell Opportunity
cust_887,4999,enterprise,Other,-2251.0,4549.0,High — Upsell Opportunity
cust_888,4999,enterprise,Healthcare,-2251.0,4549.0,High — Upsell Opportunity
cust_891,4999,enterprise,Healthcare,-2251.0,4549.0,High — Upsell Opportunity
cust_897,4999,enterprise,Other,-2251.0,4549.0,High — Upsell Opportunity
cust_901,4999,enterprise,Finance,-2251.0,4549.0,High — Upsell Opportunity
cust_913,4999,enterprise,Ecommerce,-2251.0,4549.0,High — Upsell Opportunity
cust_920,4999,enterprise,Finance,-2251.0,4549.0,High — Upsell Opportunity
cust_922,4999,enterprise,Ecommerce,-2251.0,4549.0,High — Upsell Opportunity
cust_960,4999,enterprise,Ecommerce,-2251.0,4549.0,High — Upsell Opportunity
cust_965,4999,enterprise,Healthcare,-2251.0,4549.0,High — Upsell Opportunity
cust_985,4999,enterprise,Finance,-2251.0,4549.0,High — Upsell Opportunity
cust_997,4999,enterprise,Finance,-2251.0,4549.0,High — Upsell Opportunity
cust_1013,4999,enterprise,Finance,-2251.0,4549.0,High — Upsell Opportunity
cust_1016,4999,enterprise,SaaS,-2251.0,4549.0,High — Upsell Opportunity
cust_1026,4999,enterprise,SaaS,-2251.0,4549.0,High — Upsell Opportunity
cust_1038,4999,enterprise,Other,-2251.0,4549.0,High — Upsell Opportunity
cust_1039,4999,enterprise,Other,-2251.0,4549.0,High — Upsell Opportunity
cust_1047,4999,enterprise,Healthcare,-2251.0,4549.0,High — Upsell Opportunity
cust_1050,4999,enterprise,Ecommerce,-2251.0,4549.0,High — Upsell Opportunity
cust_1058,4999,enterprise,Healthcare,-2251.0,4549.0,High — Upsell Opportunity
cust_1075,4999,enterprise,Finance,-2251.0,4549.0,High — Upsell Opportunity
cust_1076,4999,enterprise,Other,-2251.0,4549.0,High — Upsell Opportunity
cust_1090,4999,enterprise,Healthcare,-2251.0,4549.0,High — Upsell Opportunity
cust_1109,4999,enterprise,Finance,-2251.0,4549.0,High — Upsell Opportunity
cust_1118,4999,enterprise,SaaS,-2251.0,4549.0,High — Upsell Opportunity
cust_1126,4999,enterprise,Healthcare,-2251.0,4549.0,High — Upsell Opportunity
cust_1134,4999,enterprise,SaaS,-2251.0,4549.0,High — Upsell Opportunity
cust_1136,4999,enterprise,Other,-2251.0,4549.0,High — Upsell Opportunity
cust_1141,4999,enterprise,Finance,-2251.0,4549.0,High — Upsell Opportunity
cust_1152,4999,enterprise,Other,-2251.0,4549.0,High — Upsell Opportunity
cust_1153,4999,enterprise,Other,-2251.0,4549.0,High — Upsell Opportunity
cust_1171,4999,enterprise,SaaS,-2251.0,4549.0,High — Upsell Opportunity
cust_1188,4999,enterprise,Ecommerce,-2251.0,4549.0,High — Upsell Opportunity
cust_1193,4999,enterprise,Healthcare,-2251.0,4549.0,High — Upsell Opportunity
cust_1201,4999,enterprise,Finance,-2251.0,4549.0,High — Upsell Opportunity
cust_1219,4999,enterprise,Healthcare,-2251.0,4549.0,High — Upsell Opportunity
cust_1237,4999,enterprise,Other,-2251.0,4549.0,High — Upsell Opportunity
cust_1239,4999,enterprise,SaaS,-2251.0,4549.0,High — Upsell Opportunity
cust_1253,4999,enterprise,Ecommerce,-2251.0,4549.0,High — Upsell Opportunity
cust_1254,4999,enterprise,SaaS,-2251.0,4549.0,High — Upsell Opportunity
cust_1263,4999,enterprise,Other,-2251.0,4549.0,High — Upsell Opportunity
cust_1264,4999,enterprise,Finance,-2251.0,4549.0,High — Upsell Opportunity
cust_1266,4999,enterprise,Other,-2251.0,4549.0,High — Upsell Opportunity
cust_1281,4999,enterprise,SaaS,-2251.0,4549.0,High — Upsell Opportunity
cust_1293,4999,enterprise,Ecommerce,-2251.0,4549.0,High — Upsell Opportunity
cust_1296,4999,enterprise,SaaS,-2251.0,4549.0,High — Upsell Opportunity
cust_1305,4999,enterprise,SaaS,-2251.0,4549.0,High — Upsell Opportunity
cust_1315,4999,enterprise,Finance,-2251.0,4549.0,High — Upsell Opportunity
cust_1317,4999,enterprise,SaaS,-2251.0,4549.0,High — Upsell Opportunity
cust_1331,4999,enterprise,Healthcare,-2251.0,4549.0,High — Upsell Opportunity
cust_1340,4999,enterprise,Other,-2251.0,4549.0,High — Upsell Opportunity
cust_1345,4999,enterprise,Ecommerce,-2251.0,4549.0,High — Upsell Opportunity
cust_1352,4999,enterprise,Finance,-2251.0,4549.0,High — Upsell Opportunity
cust_1367,4999,enterprise,Ecommerce,-2251.0,4549.0,High — Upsell Opportunity
cust_1374,4999,enterprise,Finance,-2251.0,4549.0,High — Upsell Opportunity
cust_1375,4999,enterprise,Other,-2251.0,4549.0,High — Upsell Opportunity
cust_1383,4999,enterprise,Healthcare,-2251.0,4549.0,High — Upsell Opportunity
cust_1418,4999,enterprise,Ecommerce,-2251.0,4549.0,High — Upsell Opportunity
cust_1421,4999,enterprise,Finance,-2251.0,4549.0,High — Upsell Opportunity
cust_1429,4999,enterprise,Finance,-2251.0,4549.0,High — Upsell Opportunity
cust_1436,4999,enterprise,SaaS,-2251.0,4549.0,High — Upsell Opportunity
cust_1440,4999,enterprise,Ecommerce,-2251.0,4549.0,High — Upsell Opportunity
cust_1445,4999,enterprise,SaaS,-2251.0,4549.0,High — Upsell Opportunity
cust_1446,4999,enterprise,Other,-2251.0,4549.0,High — Upsell Opportunity
cust_1448,4999,enterprise,SaaS,-2251.0,4549.0,High — Upsell Opportunity
cust_1481,4999,enterprise,Healthcare,-2251.0,4549.0,High — Upsell Opportunity
cust_1485,4999,enterprise,Healthcare,-2251.0,4549.0,High — Upsell Opportunity
cust_1504,4999,enterprise,SaaS,-2251.0,4549.0,High — Upsell Opportunity
cust_1516,4999,enterprise,Finance,-2251.0,4549.0,High — Upsell Opportunity
cust_1520,4999,enterprise,SaaS,-2251.0,4549.0,High — Upsell Opportunity
cust_1525,4999,enterprise,Ecommerce,-2251.0,4549.0,High — Upsell Opportunity
cust_1527,4999,enterprise,SaaS,-2251.0,4549.0,High — Upsell Opportunity
cust_1538,4999,enterprise,Ecommerce,-2251.0,4549.0,High — Upsell Opportunity
cust_1541,4999,enterprise,Healthcare,-2251.0,4549.0,High — Upsell Opportunity
cust_1544,4999,enterprise,Healthcare,-2251.0,4549.0,High — Upsell Opportunity
cust_1557,4999,enterprise,SaaS,-2251.0,4549.0,High — Upsell Opportunity
cust_1565,4999,enterprise,SaaS,-2251.0,4549.0,High — Upsell Opportunity
cust_1596,4999,enterprise,Healthcare,-2251.0,4549.0,High — Upsell Opportunity
cust_1597,4999,enterprise,Healthcare,-2251.0,4549.0,High — Upsell Opportunity
cust_1601,4999,enterprise,SaaS,-2251.0,4549.0,High — Upsell Opportunity
cust_1604,4999,enterprise,Healthcare,-2251.0,4549.0,High — Upsell Opportunity
cust_1629,4999,enterprise,Finance,-2251.0,4549.0,High — Upsell Opportunity
cust_1630,4999,enterprise,Other,-2251.0,4549.0,High — Upsell Opportunity
cust_1651,4999,enterprise,Healthcare,-2251.0,4549.0,High — Upsell Opportunity
cust_1683,4999,enterprise,Ecommerce,-2251.0,4549.0,High — Upsell Opportunity
cust_1698,4999,enterprise,Finance,-2251.0,4549.0,High — Upsell Opportunity
cust_1700,4999,enterprise,Other,-2251.0,4549.0,High — Upsell Opportunity
cust_1708,4999,enterprise,Finance,-2251.0,4549.0,High — Upsell Opportunity
cust_1726,4999,enterprise,Finance,-2251.0,4549.0,High — Upsell Opportunity
cust_1729,4999,enterprise,Other,-2251.0,4549.0,High — Upsell Opportunity
cust_1730,4999,enterprise,Ecommerce,-2251.0,4549.0,High — Upsell Opportunity
cust_1759,4999,enterprise,SaaS,-2251.0,4549.0,High — Upsell Opportunity
cust_1785,4999,enterprise,SaaS,-2251.0,4549.0,High — Upsell Opportunity
cust_1823,4999,enterprise,Finance,-2251.0,4549.0,High — Upsell Opportunity
cust_1832,4999,enterprise,Finance,-2251.0,4549.0,High — Upsell Opportunity
cust_1838,4999,enterprise,Ecommerce,-2251.0,4549.0,High — Upsell Opportunity
cust_1839,4999,enterprise,Healthcare,-2251.0,4549.0,High — Upsell Opportunity
cust_1847,4999,enterprise,Other,-2251.0,4549.0,High — Upsell Opportunity
cust_1863,4999,enterprise,Finance,-2251.0,4549.0,High — Upsell Opportunity
cust_1868,4999,enterprise,SaaS,-2251.0,4549.0,High — Upsell Opportunity
cust_1869,4999,enterprise,Ecommerce,-2251.0,4549.0,High — Upsell Opportunity
cust_1870,4999,enterprise,Ecommerce,-2251.0,4549.0,High — Upsell Opportunity
cust_1874,4999,enterprise,Finance,-2251.0,4549.0,High — Upsell Opportunity
cust_1876,4999,enterprise,SaaS,-2251.0,4549.0,High — Upsell Opportunity
cust_1885,4999,enterprise,Other,-2251.0,4549.0,High — Upsell Opportunity
cust_1888,4999,enterprise,Finance,-2251.0,4549.0,High — Upsell Opportunity
cust_1894,4999,enterprise,Other,-2251.0,4549.0,High — Upsell Opportunity
cust_1901,4999,enterprise,Ecommerce,-2251.0,4549.0,High — Upsell Opportunity
cust_1921,4999,enterprise,Ecommerce,-2251.0,4549.0,High — Upsell Opportunity
cust_1927,4999,enterprise,Healthcare,-2251.0,4549.0,High — Upsell Opportunity
cust_1937,4999,enterprise,Ecommerce,-2251.0,4549.0,High — Upsell Opportunity
cust_1968,4999,enterprise,Ecommerce,-2251.0,4549.0,High — Upsell Opportunity
cust_1976,4999,enterprise,Finance,-2251.0,4549.0,High — Upsell Opportunity
cust_1987,4999,enterprise,Other,-2251.0,4549.0,High — Upsell Opportunity
cust_1988,4999,enterprise,Finance,-2251.0,4549.0,High — Upsell Opportunity
cust_2009,4999,enterprise,Finance,-2251.0,4549.0,High — Upsell Opportunity
cust_2026,4999,enterprise,Healthcare,-2251.0,4549.0,High — Upsell Opportunity
cust_2055,4999,enterprise,Healthcare,-2251.0,4549.0,High — Upsell Opportunity
cust_2056,4999,enterprise,SaaS,-2251.0,4549.0,High — Upsell Opportunity
cust_2068,4999,enterprise,SaaS,-2251.0,4549.0,High — Upsell Opportunity
cust_2086,4999,enterprise,Finance,-2251.0,4549.0,High — Upsell Opportunity
cust_2087,4999,enterprise,Other,-2251.0,4549.0,High — Upsell Opportunity
cust_2089,4999,enterprise,SaaS,-2251.0,4549.0,High — Upsell Opportunity
cust_2091,4999,enterprise,Other,-2251.0,4549.0,High — Upsell Opportunity
cust_2096,4999,enterprise,Healthcare,-2251.0,4549.0,High — Upsell Opportunity
cust_2102,4999,enterprise,Other,-2251.0,4549.0,High — Upsell Opportunity
cust_2115,4999,enterprise,SaaS,-2251.0,4549.0,High — Upsell Opportunity
cust_2122,4999,enterprise,Other,-2251.0,4549.0,High — Upsell Opportunity
cust_2123,4999,enterprise,Other,-2251.0,4549.0,High — Upsell Opportunity
cust_2134,4999,enterprise,Other,-2251.0,4549.0,High — Upsell Opportunity
cust_2157,4999,enterprise,SaaS,-2251.0,4549.0,High — Upsell Opportunity
cust_2158,4999,enterprise,Finance,-2251.0,4549.0,High — Upsell Opportunity
cust_2161,4999,enterprise,Healthcare,-2251.0,4549.0,High — Upsell Opportunity
cust_2176,4999,enterprise,SaaS,-2251.0,4549.0,High — Upsell Opportunity
cust_2177,4999,enterprise,Other,-2251.0,4549.0,High — Upsell Opportunity
cust_2184,4999,enterprise,Finance,-2251.0,4549.0,High — Upsell Opportunity
cust_2206,4999,enterprise,Ecommerce,-2251.0,4549.0,High — Upsell Opportunity
cust_2221,4999,enterprise,Healthcare,-2251.0,4549.0,High — Upsell Opportunity
cust_2227,4999,enterprise,Healthcare,-2251.0,4549.0,High — Upsell Opportunity
cust_2239,4999,enterprise,Finance,-2251.0,4549.0,High — Upsell Opportunity
cust_2249,4999,enterprise,Finance,-2251.0,4549.0,High — Upsell Opportunity
cust_2275,4999,enterprise,Other,-2251.0,4549.0,High — Upsell Opportunity
cust_2277,4999,enterprise,SaaS,-2251.0,4549.0,High — Upsell Opportunity
cust_2285,4999,enterprise,Other,-2251.0,4549.0,High — Upsell Opportunity
cust_2295,4999,enterprise,Finance,-2251.0,4549.0,High — Upsell Opportunity
cust_2298,4999,enterprise,Healthcare,-2251.0,4549.0,High — Upsell Opportunity
cust_2300,4999,enterprise,Healthcare,-2251.0,4549.0,High — Upsell Opportunity
cust_2303,4999,enterprise,Ecommerce,-2251.0,4549.0,High — Upsell Opportunity
cust_2308,4999,enterprise,Healthcare,-2251.0,4549.0,High — Upsell Opportunity
cust_2323,4999,enterprise,Other,-2251.0,4549.0,High — Upsell Opportunity
cust_2342,4999,enterprise,Other,-2251.0,4549.0,High — Upsell Opportunity
cust_2356,4999,enterprise,Healthcare,-2251.0,4549.0,High — Upsell Opportunity
cust_2360,4999,enterprise,Healthcare,-2251.0,4549.0,High — Upsell Opportunity
cust_2364,4999,enterprise,Other,-2251.0,4549.0,High — Upsell Opportunity
cust_2365,4999,enterprise,Healthcare,-2251.0,4549.0,High — Upsell Opportunity
cust_2372,4999,enterprise,SaaS,-2251.0,4549.0,High — Upsell Opportunity
cust_2378,4999,enterprise,SaaS,-2251.0,4549.0,High — Upsell Opportunity
cust_2399,4999,enterprise,SaaS,-2251.0,4549.0,High — Upsell Opportunity
cust_2406,4999,enterprise,Other,-2251.0,4549.0,High — Upsell Opportunity
cust_2416,4999,enterprise,Ecommerce,-2251.0,4549.0,High — Upsell Opportunity
cust_2423,4999,enterprise,SaaS,-2251.0,4549.0,High — Upsell Opportunity
cust_2436,4999,enterprise,Other,-2251.0,4549.0,High — Upsell Opportunity
cust_2480,4999,enterprise,Healthcare,-2251.0,4549.0,High — Upsell Opportunity
cust_2481,4999,enterprise,SaaS,-2251.0,4549.0,High — Upsell Opportunity
cust_2527,4999,enterprise,Healthcare,-2251.0,4549.0,High — Upsell Opportunity
cust_2571,4999,enterprise,Ecommerce,-2251.0,4549.0,High — Upsell Opportunity
cust_2572,4999,enterprise,Other,-2251.0,4549.0,High — Upsell Opportunity
cust_2582,4999,enterprise,Finance,-2251.0,4549.0,High — Upsell Opportunity
cust_2592,4999,enterprise,Other,-2251.0,4549.0,High — Upsell Opportunity
cust_2593,4999,enterprise,SaaS,-2251.0,4549.0,High — Upsell Opportunity
cust_2594,4999,enterprise,Other,-2251.0,4549.0,High — Upsell Opportunity
cust_2601,4999,enterprise,SaaS,-2251.0,4549.0,High — Upsell Opportunity
cust_2618,4999,enterprise,Finance,-2251.0,4549.0,High — Upsell Opportunity
cust_2621,4999,enterprise,Other,-2251.0,4549.0,High — Upsell Opportunity
cust_2622,4999,enterprise,Other,-2251.0,4549.0,High — Upsell Opportunity
cust_2641,4999,enterprise,Healthcare,-2251.0,4549.0,High — Upsell Opportunity
cust_2646,4999,enterprise,Other,-2251.0,4549.0,High — Upsell Opportunity
cust_2656,4999,enterprise,SaaS,-2251.0,4549.0,High — Upsell Opportunity
cust_2702,4999,enterprise,Healthcare,-2251.0,4549.0,High — Upsell Opportunity
cust_2706,4999,enterprise,Ecommerce,-2251.0,4549.0,High — Upsell Opportunity
cust_2708,4999,enterprise,SaaS,-2251.0,4549.0,High — Upsell Opportunity
cust_2727,4999,enterprise,Finance,-2251.0,4549.0,High — Upsell Opportunity
cust_2742,4999,enterprise,Other,-2251.0,4549.0,High — Upsell Opportunity
cust_2744,4999,enterprise,Ecommerce,-2251.0,4549.0,High — Upsell Opportunity
cust_2745,4999,enterprise,Ecommerce,-2251.0,4549.0,High — Upsell Opportunity
cust_2755,4999,enterprise,Ecommerce,-2251.0,4549.0,High — Upsell Opportunity
cust_2760,4999,enterprise,Ecommerce,-2251.0,4549.0,High — Upsell Opportunity
cust_2769,4999,enterprise,Finance,-2251.0,4549.0,High — Upsell Opportunity
cust_2779,4999,enterprise,Healthcare,-2251.0,4549.0,High — Upsell Opportunity
cust_2794,4999,enterprise,SaaS,-2251.0,4549.0,High — Upsell Opportunity
cust_2797,4999,enterprise,Finance,-2251.0,4549.0,High — Upsell Opportunity
cust_2800,4999,enterprise,Healthcare,-2251.0,4549.0,High — Upsell Opportunity
cust_2811,4999,enterprise,Finance,-2251.0,4549.0,High — Upsell Opportunity
cust_2820,4999,enterprise,Ecommerce,-2251.0,4549.0,High — Upsell Opportunity
cust_2847,4999,enterprise,Other,-2251.0,4549.0,High — Upsell Opportunity
cust_2864,4999,enterprise,Healthcare,-2251.0,4549.0,High — Upsell Opportunity
cust_2872,4999,enterprise,Finance,-2251.0,4549.0,High — Upsell Opportunity
cust_2879,4999,enterprise,Other,-2251.0,4549.0,High — Upsell Opportunity
cust_2883,4999,enterprise,Finance,-2251.0,4549.0,High — Upsell Opportunity
cust_2888,4999,enterprise,SaaS,-2251.0,4549.0,High — Upsell Opportunity
cust_2900,4999,enterprise,Ecommerce,-2251.0,4549.0,High — Upsell Opportunity
cust_2902,4999,enterprise,Finance,-2251.0,4549.0,High — Upsell Opportunity
cust_2909,4999,enterprise,Healthcare,-2251.0,4549.0,High — Upsell Opportunity
cust_2912,4999,enterprise,SaaS,-2251.0,4549.0,High — Upsell Opportunity
cust_2914,4999,enterprise,Ecommerce,-2251.0,4549.0,High — Upsell Opportunity
cust_2926,4999,enterprise,Healthcare,-2251.0,4549.0,High — Upsell Opportunity
cust_2943,4999,enterprise,SaaS,-2251.0,4549.0,High — Upsell Opportunity
cust_2946,4999,enterprise,Other,-2251.0,4549.0,High — Upsell Opportunity
cust_2948,4999,enterprise,Other,-2251.0,4549.0,High — Upsell Opportunity
cust_2951,4999,enterprise,Finance,-2251.0,4549.0,High — Upsell Opportunity
cust_2956,4999,enterprise,Healthcare,-2251.0,4549.0,High — Upsell Opportunity
cust_2963,4999,enterprise,SaaS,-2251.0,4549.0,High — Upsell Opportunity
cust_2972,4999,enterprise,Ecommerce,-2251.0,4549.0,High — Upsell Opportunity
cust_2976,4999,enterprise,SaaS,-2251.0,4549.0,High — Upsell Opportunity
cust_2982,4999,enterprise,Other,-2251.0,4549.0,High — Upsell Opportunity
cust_2984,4999,enterprise,Ecommerce,-2251.0,4549.0,High — Upsell Opportunity
