customer_id,company_name,plan,mrr,start_date,status,tenure_months,seats,industry,avg_dau,login_days_30,features_used,support_tickets
cust_105,Company_105,growth,799,2023-09-07,churned,18,1,Ecommerce,6.5,29,5,1
cust_106,Company_106,pro,1999,2023-08-11,active,4,1,Healthcare,2.1,9,1,0
cust_107,Company_107,starter,299,2023-01-29,active,10,4,Ecommerce,2.8,13,3,1
cust_108,Company_108,starter,299,2023-11-09,active,13,2,Healthcare,9.2,4,4,3
cust_109,Company_109,growth,799,2023-08-24,active,9,4,Finance,6.9,5,2,3
cust_110,Company_110,enterprise,4999,2023-10-28,active,10,28,Finance,4.8,9,4,3
cust_111,Company_111,pro,1999,2023-02-24,active,8,3,Other,3.3,22,5,0
cust_112,Company_112,enterprise,4999,2023-12-04,active,13,37,SaaS,9.2,23,8,2
cust_113,Company_113,pro,1999,2023-04-28,active,20,2,Ecommerce,6.4,21,3,5
cust_114,Company_114,starter,299,2023-11-18,churned,21,4,SaaS,6.0,23,3,0
cust_115,Company_115,enterprise,4999,2023-06-17,active,24,13,Ecommerce,8.0,28,6,4
cust_116,Company_116,growth,799,2023-05-20,active,6,4,Finance,7.6,10,2,3
cust_117,Company_117,enterprise,4999,2023-03-14,active,8,47,Healthcare,9.7,25,6,0
cust_118,Company_118,pro,1999,2023-01-08,active,9,4,Finance,6.9,21,5,4
cust_119,Company_119,starter,299,2023-11-23,churned,12,2,Healthcare,0.7,28,6,4
cust_120,Company_120,starter,299,2023-02-02,active,21,3,Healthcare,1.6,1,1,2
cust_121,Company_121,enterprise,4999,2023-03-01,active,4,35,Ecommerce,4.2,11,7,4
cust_122,Company_122,pro,1999,2023-03-21,active,14,4,Other,4.4,30,5,0
cust_123,Company_123,growth,799,2023-04-22,active,15,2,Finance,1.4,21,6,4
cust_124,Company_124,enterprise,4999,2023-11-27,active,12,18,Ecommerce,9.7,30,8,0
cust_125,Company_125,growth,799,2023-11-25,active,21,1,SaaS,8.0,7,3,4
cust_126,Company_126,starter,299,2023-10-11,active,7,2,Finance,7.9,25,1,2
cust_127,Company_127,pro,1999,2023-03-16,active,5,2,SaaS,6.8,0,3,0
cust_128,Company_128,starter,299,2023-05-02,active,19,2,Finance,1.0,23,7,4
cust_129,Company_129,starter,299,2023-02-02,active,16,3,Other,6.1,14,4,4
cust_130,Company_130,starter,299,2023-12-04,active,17,1,SaaS,10.0,27,7,3
cust_131,Company_131,growth,799,2023-09-09,active,23,1,SaaS,3.6,4,2,1
cust_132,Company_132,starter,299,2023-11-21,active,19,3,Healthcare,9.9,16,5,3
cust_133,Company_133,growth,799,2023-08-09,active,4,1,Other,7.3,6,7,3
cust_134,Company_134,pro,1999,2023-07-31,active,11,4,Healthcare,7.4,10,7,2
cust_135,Company_135,growth,799,2023-07-11,active,5,4,SaaS,1.4,2,2,3
cust_136,Company_136,starter,299,2023-07-10,active,5,5,Other,5.8,21,2,3
cust_137,Company_137,starter,299,2023-12-07,active,14,1,Finance,6.2,11,2,4
cust_138,Company_138,growth,799,2023-03-21,active,22,1,Finance,8.5,11,2,2
cust_139,Company_139,growth,799,2023-08-08,active,18,5,Other,6.9,17,1,4
cust_140,Company_140,enterprise,4999,2023-12-22,churned,9,18,Finance,9.3,11,1,1
cust_141,Company_141,pro,1999,2023-10-17,active,22,2,SaaS,1.4,16,4,3
cust_142,Company_142,growth,799,2023-06-24,active,6,3,Other,6.2,28,1,1
cust_143,Company_143,starter,299,2023-11-13,active,2,3,Healthcare,6.8,15,8,3
cust_144,Company_144,starter,299,2023-09-20,active,4,1,Finance,6.9,18,8,4
cust_145,Company_145,growth,799,2023-01-24,active,8,5,SaaS,0.6,9,4,1
cust_146,Company_146,pro,1999,2023-05-29,active,11,4,Healthcare,2.2,12,4,4
cust_147,Company_147,growth,799,2023-12-09,churned,12,1,Healthcare,0.7,29,2,2
cust_148,Company_148,growth,799,2023-10-21,active,13,4,Finance,1.6,0,6,1
cust_149,Company_149,pro,1999,2023-11-13,active,15,3,SaaS,4.6,3,4,3
cust_150,Company_150,growth,799,2023-09-26,active,3,3,Finance,2.6,24,3,0
cust_151,Company_151,growth,799,2023-02-28,active,17,3,Finance,7.4,26,3,1
cust_152,Company_152,starter,299,2023-05-12,active,7,2,SaaS,2.2,24,8,3
cust_153,Company_153,pro,1999,2023-10-24,active,15,5,Other,3.6,20,6,1
cust_154,Company_154,growth,799,2023-08-29,active,15,3,Other,1.0,16,2,2
cust_155,Company_155,growth,799,2023-01-20,active,2,3,SaaS,6.6,27,2,4
cust_156,Company_156,growth,799,2023-07-16,active,15,1,Healthcare,9.1,18,4,2
cust_157,Company_157,growth,799,2023-09-14,active,5,4,SaaS,8.2,26,6,5
cust_158,Company_158,starter,299,2023-11-27,churned,6,4,Healthcare,5.5,19,3,2
cust_159,Company_159,starter,299,2023-05-25,active,13,3,Other,1.0,20,6,0
cust_160,Company_160,starter,299,2023-10-13,active,22,3,Other,8.8,10,2,4
cust_161,Company_161,growth,799,2023-06-29,active,10,4,Ecommerce,6.2,30,2,2
cust_162,Company_162,growth,799,2023-11-26,active,11,5,SaaS,6.6,13,6,0
cust_163,Company_163,starter,299,2023-04-03,active,7,4,Ecommerce,2.7,4,3,0
cust_164,Company_164,starter,299,2023-02-21,active,17,5,SaaS,6.8,28,3,4
cust_165,Company_165,starter,299,2023-03-25,active,6,5,Ecommerce,7.4,1,7,2
cust_166,Company_166,growth,799,2023-05-02,active,15,4,Ecommerce,5.6,9,8,1
cust_167,Company_167,starter,299,2023-10-20,active,15,3,Healthcare,5.3,13,3,1
cust_168,Company_168,pro,1999,2023-03-12,active,9,4,Finance,5.8,3,2,2
cust_169,Company_169,starter,299,2023-03-24,active,9,5,Ecommerce,8.4,2,4,3
cust_170,Company_170,pro,1999,2023-01-14,active,14,5,Finance,2.7,2,6,1
cust_171,Company_171,starter,299,2023-02-20,active,23,2,Ecommerce,0.9,29,8,5
cust_172,Company_172,pro,1999,2023-12-28,active,16,1,SaaS,0.7,6,3,4
cust_173,Company_173,enterprise,4999,2023-11-08,active,17,50,Finance,2.8,3,1,1
cust_174,Company_174,growth,799,2023-11-15,churned,15,4,Other,5.6,20,4,5
cust_175,Company_175,starter,299,2023-08-08,active,1,2,Other,4.5,21,2,4
cust_176,Company_176,enterprise,4999,2023-02-04,active,17,33,Other,0.7,27,8,0
cust_177,Company_177,growth,799,2023-07-11,active,9,3,SaaS,3.8,23,2,4
cust_178,Company_178,pro,1999,2023-06-20,churned,5,5,Finance,8.2,5,8,5
cust_179,Company_179,growth,799,2023-04-04,churned,5,4,SaaS,3.3,1,4,0
cust_180,Company_180,starter,299,2023-06-08,active,17,5,Healthcare,2.9,24,4,2
cust_181,Company_181,starter,299,2023-01-25,active,21,1,Finance,4.7,12,8,3
cust_182,Company_182,starter,299,2023-04-06,active,16,3,Other,3.0,2,7,0
cust_183,Company_183,growth,799,2023-04-03,active,18,1,SaaS,3.6,9,5,3
cust_184,Company_184,growth,799,2023-08-07,active,6,3,Healthcare,0.9,27,6,4
cust_185,Company_185,enterprise,4999,2023-05-21,active,21,4,SaaS,6.9,12,6,4
cust_186,Company_186,pro,1999,2023-12-14,active,6,2,Other,6.9,14,1,1
cust_187,Company_187,starter,299,2023-11-27,active,12,5,SaaS,6.2,21,8,2
cust_188,Company_188,starter,299,2023-02-09,churned,19,3,Healthcare,3.5,8,4,0
cust_189,Company_189,starter,299,2023-04-06,active,16,5,SaaS,3.0,8,8,1
cust_190,Company_190,enterprise,4999,2023-05-27,active,23,32,Ecommerce,1.7,27,2,3
cust_191,Company_191,starter,299,2024-01-01,active,15,3,Finance,7.2,17,5,2
cust_192,Company_192,pro,1999,2023-12-31,active,23,2,Finance,5.3,3,4,1
cust_193,Company_193,starter,299,2023-09-10,active,1,5,Finance,4.9,17,3,4
cust_194,Company_194,pro,1999,2023-02-03,active,10,4,Other,4.4,13,2,1
cust_195,Company_195,enterprise,4999,2023-11-25,active,3,44,Other,3.8,28,3,1
cust_196,Company_196,growth,799,2023-01-29,active,4,3,Ecommerce,2.0,29,4,2
cust_197,Company_197,enterprise,4999,2023-09-23,active,10,17,Ecommerce,6.5,17,5,1
cust_198,Company_198,growth,799,2023-11-11,active,18,2,Other,9.4,4,3,5
cust_199,Company_199,growth,799,2023-11-06,active,11,5,SaaS,8.3,0,2,0
cust_200,Company_200,enterprise,4999,2023-10-23,active,9,50,Other,4.5,20,1,3
cust_201,Company_201,pro,1999,2023-10-07,active,10,3,Healthcare,2.8,25,7,2
cust_202,Company_202,growth,799,2023-12-19,active,2,4,Healthcare,4.9,10,3,2
cust_203,Company_203,pro,1999,2023-06-13,active,24,3,Healthcare,1.7,11,2,2
cust_204,Company_204,starter,299,2023-03-04,active,9,2,SaaS,1.0,30,7,4
cust_205,Company_205,growth,799,2023-03-23,active,11,3,Ecommerce,7.7,15,8,3
cust_206,Company_206,pro,1999,2023-09-12,active,1,4,Other,4.8,7,4,4
cust_207,Company_207,starter,299,2023-01-26,active,10,4,Finance,5.6,27,2,3
cust_208,Company_208,starter,299,2023-05-16,active,24,4,Finance,0.9,1,4,2
cust_209,Company_209,growth,799,2023-02-07,active,13,5,Finance,8.3,19,2,1
cust_210,Company_210,enterprise,4999,2023-07-21,active,12,22,Other,9.4,24,3,1
cust_211,Company_211,growth,799,2023-07-25,churned,17,1,Ecommerce,7.3,25,8,4
cust_212,Company_212,growth,799,2023-11-07,active,17,5,Finance,2.0,19,5,4
cust_213,Company_213,starter,299,2023-09-18,active,18,5,Finance,5.0,0,6,2
cust_214,Company_214,growth,799,2023-08-02,active,19,1,Other,5.0,30,4,5
cust_215,Company_215,starter,299,2023-09-03,active,6,5,Healthcare,1.9,21,4,0
cust_216,Company_216,growth,799,2023-12-25,active,4,4,Finance,4.5,13,4,3
cust_217,Company_217,growth,799,2023-11-10,active,16,1,Ecommerce,5.4,17,6,5
cust_218,Company_218,growth,799,2023-07-12,active,11,4,Other,3.8,11,5,4
cust_219,Company_219,growth,799,2023-05-07,active,9,2,Finance,7.8,22,4,5
cust_220,Company_220,pro,1999,2023-06-12,active,16,3,Finance,1.7,21,7,3
cust_221,Company_221,pro,1999,2023-03-16,churned,10,1,Finance,9.3,20,5,5
cust_222,Company_222,growth,799,2023-04-14,active,18,5,Finance,1.8,19,4,1
cust_223,Company_223,starter,299,2023-09-29,active,8,1,SaaS,4.4,22,8,0
cust_224,Company_224,growth,799,2023-03-12,active,1,2,Healthcare,6.7,28,8,3
cust_225,Company_225,growth,799,2023-05-28,active,11,1,SaaS,6.7,7,1,1
cust_226,Company_226,growth,799,2023-04-01,active,2,4,Healthcare,2.3,23,5,0
cust_227,Company_227,starter,299,2023-10-18,churned,20,3,Finance,4.8,20,8,1
cust_228,Company_228,pro,1999,2023-08-28,active,9,1,Finance,2.0,14,5,5
cust_229,Company_229,starter,299,2023-06-22,active,10,2,Ecommerce,6.3,20,7,3
cust_230,Company_230,growth,799,2023-02-14,active,13,2,Ecommerce,5.0,29,4,0
cust_231,Company_231,starter,299,2023-05-01,active,15,3,Finance,6.0,18,1,2
cust_232,Company_232,growth,799,2023-12-21,churned,8,1,Healthcare,3.4,12,5,5
cust_233,Company_233,starter,299,2023-06-01,active,12,2,Ecommerce,5.0,14,6,3
cust_234,Company_234,pro,1999,2023-08-30,active,18,2,Ecommerce,7.0,19,2,4
cust_235,Company_235,growth,799,2023-12-27,churned,12,5,SaaS,1.1,17,4,4
cust_236,Company_236,growth,799,2023-03-26,active,11,4,SaaS,7.0,22,8,0
cust_237,Company_237,pro,1999,2023-08-17,active,2,5,Healthcare,4.8,1,8,5
cust_238,Company_238,pro,1999,2023-01-12,active,13,1,Ecommerce,6.0,1,7,2
cust_239,Company_239,pro,1999,2023-10-05,active,2,1,Healthcare,0.8,13,3,1
cust_240,Company_240,pro,1999,2023-11-27,active,14,4,Healthcare,8.8,29,7,3
cust_241,Company_241,starter,299,2023-12-05,churned,18,3,SaaS,2.2,17,7,4
cust_242,Company_242,starter,299,2023-04-25,active,1,3,Healthcare,6.9,17,7,4
cust_243,Company_243,starter,299,2023-04-28,active,8,2,Finance,2.3,28,2,0
cust_244,Company_244,pro,1999,2023-08-03,active,20,1,Ecommerce,2.5,3,1,3
cust_245,Company_245,growth,799,2023-12-27,active,2,1,Healthcare,4.7,17,4,0
cust_246,Company_246,starter,299,2023-05-29,active,8,5,Finance,6.0,24,6,1
cust_247,Company_247,starter,299,2023-03-15,active,22,4,Finance,3.1,17,3,5
cust_248,Company_248,growth,799,2023-10-12,churned,16,3,Healthcare,8.0,10,7,3
cust_249,Company_249,starter,299,2023-07-12,active,6,4,Ecommerce,8.6,9,3,3
cust_250,Company_250,enterprise,4999,2023-10-15,active,14,36,Other,1.8,7,5,1
cust_251,Company_251,starter,299,2023-02-10,active,15,1,Other,7.4,6,1,2
cust_252,Company_252,starter,299,2023-11-06,churned,20,1,Ecommerce,8.1,18,4,3
cust_253,Company_253,starter,299,2023-06-20,active,10,1,Ecommerce,9.4,30,2,5
cust_254,Company_254,enterprise,4999,2023-09-03,active,8,46,Ecommerce,4.3,7,6,2
cust_255,Company_255,starter,299,2023-10-01,active,21,3,Finance,5.4,15,8,0
cust_256,Company_256,pro,1999,2023-08-29,active,11,3,Finance,4.4,18,4,5
cust_257,Company_257,starter,299,2023-05-14,active,18,5,Healthcare,3.3,6,6,1
cust_258,Company_258,starter,299,2023-05-06,active,16,3,Finance,7.8,15,8,3
cust_259,Company_259,starter,299,2023-06-30,churned,6,5,Healthcare,2.2,28,1,4
cust_260,Company_260,starter,299,2023-02-08,churned,22,1,Healthcare,1.8,20,4,0
cust_261,Company_261,pro,1999,2023-01-05,active,7,3,SaaS,6.4,21,8,5
cust_262,Company_262,growth,799,2023-01-04,active,18,1,SaaS,5.5,8,5,0
cust_263,Company_263,growth,799,2023-12-24,active,22,2,SaaS,9.2,16,3,1
cust_264,Company_264,starter,299,2023-09-27,active,9,3,Healthcare,1.3,30,7,3
cust_265,Company_265,growth,799,2023-12-23,active,8,1,SaaS,1.4,12,7,4
cust_266,Company_266,growth,799,2023-11-23,active,1,1,Healthcare,8.5,20,6,4
cust_267,Company_267,enterprise,4999,2023-02-18,active,17,15,Ecommerce,9.1,22,8,2
cust_268,Company_268,starter,299,2023-02-08,active,22,5,Other,6.8,5,6,0
cust_269,Company_269,enterprise,4999,2023-10-28,active,5,46,Healthcare,9.3,9,3,4
cust_270,Company_270,starter,299,2023-07-19,active,22,3,Healthcare,7.7,4,2,4
cust_271,Company_271,pro,1999,2023-06-27,active,2,2,SaaS,3.7,24,7,2
cust_272,Company_272,starter,299,2023-05-20,active,15,3,Other,9.4,13,3,5
cust_273,Company_273,growth,799,2023-07-14,active,3,3,Ecommerce,7.3,2,5,1
cust_274,Company_274,starter,299,2023-11-21,active,5,3,Finance,1.5,0,5,3
cust_275,Company_275,starter,299,2023-05-19,churned,4,2,Healthcare,4.8,17,7,0
cust_276,Company_276,starter,299,2023-07-01,churned,18,5,Finance,8.7,0,5,3
cust_277,Company_277,starter,299,2023-02-13,active,24,2,Other,5.5,21,7,1
cust_278,Company_278,starter,299,2023-06-04,active,9,1,Ecommerce,4.6,13,5,3
cust_279,Company_279,pro,1999,2023-07-04,active,9,4,Other,6.4,14,2,1
cust_280,Company_280,starter,299,2023-07-22,active,11,4,Finance,4.7,13,3,2
cust_281,Company_281,starter,299,2023-12-22,active,7,2,Healthcare,9.7,9,8,4
cust_282,Company_282,pro,1999,2023-06-16,active,13,4,Finance,1.6,18,4,4
cust_283,Company_283,enterprise,4999,2023-04-03,active,22,2,Healthcare,9.5,6,8,2
cust_284,Company_284,pro,1999,2023-02-05,active,14,2,Finance,2.8,21,3,5
cust_285,Company_285,growth,799,2023-07-13,active,3,5,Healthcare,6.0,17,7,4
cust_286,Company_286,starter,299,2023-07-04,active,23,5,Other,6.6,2,2,1
cust_287,Company_287,growth,799,2023-07-01,active,6,1,Other,9.8,21,7,2
cust_288,Company_288,enterprise,4999,2023-08-09,churned,4,17,Ecommerce,5.4,16,4,3
cust_289,Company_289,starter,299,2023-08-26,active,22,5,Ecommerce,3.8,0,8,0
cust_290,Company_290,starter,299,2023-02-13,active,4,2,Finance,3.5,14,4,4
cust_291,Company_291,growth,799,2023-09-01,active,4,4,Finance,1.1,1,2,0
cust_292,Company_292,pro,1999,2023-11-28,active,4,2,Ecommerce,5.4,17,3,2
cust_293,Company_293,growth,799,2023-08-25,active,8,2,Ecommerce,6.6,13,7,0
cust_294,Company_294,pro,1999,2023-04-12,active,15,4,SaaS,7.2,6,5,5
cust_295,Company_295,pro,1999,2023-02-02,active,19,5,Ecommerce,4.0,6,8,0
cust_296,Company_296,starter,299,2023-09-08,active,17,3,Other,4.2,12,2,2
cust_297,Company_297,starter,299,2023-08-23,active,20,3,Other,6.1,21,3,2
cust_298,Company_298,starter,299,2023-06-06,active,4,2,Other,4.2,19,3,4
cust_299,Company_299,starter,299,2023-04-06,active,16,2,Other,2.1,9,3,1
cust_300,Company_300,starter,299,2023-08-19,churned,20,3,SaaS,5.1,6,7,4
cust_301,Company_301,growth,799,2023-09-11,active,14,4,Healthcare,5.1,2,1,1
cust_302,Company_302,starter,299,2023-05-21,active,8,2,Healthcare,5.9,24,8,4
cust_303,Company_303,growth,799,2023-10-21,active,4,5,Finance,5.6,24,1,5
cust_304,Company_304,growth,799,2023-04-22,active,14,2,Finance,8.8,1,8,2
cust_305,Company_305,starter,299,2023-02-14,active,15,1,Ecommerce,2.5,23,6,5
cust_306,Company_306,growth,799,2023-08-08,active,6,2,Ecommerce,8.2,18,6,4
cust_307,Company_307,starter,299,2023-10-03,active,6,3,Finance,5.9,30,2,1
cust_308,Company_308,enterprise,4999,2023-07-30,active,2,42,Ecommerce,7.2,4,4,1
cust_309,Company_309,pro,1999,2023-05-07,active,22,2,Other,6.5,20,7,3
cust_310,Company_310,growth,799,2023-11-21,active,3,3,Finance,4.8,15,6,4
cust_311,Company_311,starter,299,2023-02-17,active,24,3,SaaS,8.1,12,4,3
cust_312,Company_312,pro,1999,2023-09-11,active,9,3,Finance,5.7,4,8,2
cust_313,Company_313,pro,1999,2023-01-25,active,2,4,SaaS,1.7,27,3,3
cust_314,Company_314,growth,799,2023-08-08,active,7,2,Finance,2.0,29,5,0
cust_315,Company_315,growth,799,2023-05-09,active,3,2,SaaS,4.3,9,4,3
cust_316,Company_316,growth,799,2023-12-27,churned,4,4,SaaS,1.8,7,8,0
cust_317,Company_317,starter,299,2023-06-25,active,4,4,Ecommerce,5.0,7,7,0
cust_318,Company_318,pro,1999,2023-02-22,active,4,3,Ecommerce,4.1,26,3,5
