customer_id,company_name,plan,mrr,start_date,status,tenure_months,seats,industry,avg_dau,login_days_30,features_used,support_tickets,plan_encoded,churned,churn_probability,health_score,health_status
cust_17,Company_17,pro,1999,2023-02-05,active,18,2,Healthcare,9.5,5,5,4,2,0,0.0539884900321161,57.5,At Risk
cust_18,Company_18,pro,1999,2023-08-05,active,7,2,Finance,4.3,21,6,3,2,0,0.0428424237987508,74.6,At Risk
cust_19,Company_19,pro,1999,2023-08-20,active,4,1,Finance,0.7,17,4,4,2,0,0.0949844784296033,53.8,At Risk
cust_20,Company_20,starter,299,2023-02-06,active,23,2,SaaS,9.1,27,6,0,0,0,0.1951760711986269,100.0,Healthy
cust_21,Company_21,growth,799,2023-05-23,active,22,5,Ecommerce,7.4,28,8,1,1,0,0.0658096481120691,95.0,Healthy
cust_22,Company_22,pro,1999,2023-07-28,active,7,4,Finance,4.5,14,1,5,2,0,0.0446437509398996,40.6,Critical
cust_23,Company_23,growth,799,2023-11-27,churned,4,3,SaaS,2.9,6,8,1,1,1,0.1715906502859605,,
cust_24,Company_24,growth,799,2023-05-23,active,15,1,Healthcare,8.2,27,2,0,1,0,0.0722554590779742,85.0,Healthy
cust_25,Company_25,growth,799,2023-10-04,active,1,2,Ecommerce,4.4,15,4,3,1,0,0.0783721588880305,49.6,Critical
cust_26,Company_26,enterprise,4999,2023-03-26,churned,13,25,Finance,9.3,25,8,2,3,1,0.0391094158899659,,
cust_27,Company_27,growth,799,2023-10-12,active,22,2,Ecommerce,3.3,30,1,4,1,0,0.0672643912270226,60.0,At Risk
cust_28,Company_28,pro,1999,2023-02-01,active,24,1,Other,5.0,29,3,0,2,0,0.0508064243690671,90.0,Healthy
cust_29,Company_29,enterprise,4999,2023-02-11,active,6,5,Ecommerce,4.3,30,4,4,3,0,0.0488156019910592,62.5,At Risk
cust_30,Company_30,growth,799,2023-11-14,active,3,5,Other,5.5,29,5,1,1,0,0.081212328206278,76.3,Healthy
cust_31,Company_31,growth,799,2023-06-10,active,8,2,Finance,4.8,29,2,0,1,0,0.0841142894980036,76.7,Healthy
cust_32,Company_32,growth,799,2023-10-16,churned,4,2,Other,3.0,29,6,0,1,1,0.1459223974314789,,
cust_33,Company_33,pro,1999,2023-07-09,active,10,5,Finance,6.3,25,1,5,2,0,0.0419039413226299,55.8,At Risk
cust_34,Company_34,pro,1999,2023-06-03,active,22,2,Finance,1.6,3,3,2,2,0,0.0548909828150165,54.5,At Risk
cust_35,Company_35,starter,299,2023-04-18,active,23,3,Other,5.1,28,1,0,0,0,0.2089866521218695,80.0,Healthy
cust_36,Company_36,growth,799,2023-05-22,churned,2,2,Finance,2.0,14,7,4,1,1,0.1396341483014855,,
cust_37,Company_37,starter,299,2023-02-08,active,23,5,SaaS,8.4,18,3,3,0,0,0.0990312398148834,72.0,At Risk
cust_38,Company_38,starter,299,2023-06-07,active,12,1,Finance,2.5,7,2,2,0,0,0.1297767501175221,55.5,At Risk
cust_39,Company_39,pro,1999,2023-07-28,active,20,2,Ecommerce,9.8,25,3,3,2,0,0.0459809808027,75.0,Healthy
cust_40,Company_40,starter,299,2023-06-20,active,14,2,Finance,2.0,22,2,3,0,0,0.1926483661277175,70.0,At Risk
cust_41,Company_41,pro,1999,2023-08-29,active,8,4,Finance,3.4,25,4,1,2,0,0.0489460121523466,81.7,Healthy
cust_42,Company_42,starter,299,2023-04-09,active,13,1,Finance,3.8,16,7,5,0,0,0.1354864952561632,74.0,At Risk
cust_43,Company_43,enterprise,4999,2023-10-02,active,11,8,Finance,2.2,30,5,0,3,0,0.042522491665113,97.9,Healthy
cust_44,Company_44,starter,299,2023-08-11,active,12,3,Healthcare,6.3,16,2,3,0,0,0.1038651013234588,64.0,At Risk
cust_45,Company_45,pro,1999,2023-04-08,churned,9,4,SaaS,5.4,25,4,2,2,1,0.0592548421052616,,
cust_46,Company_46,growth,799,2023-12-07,active,11,1,Finance,5.3,21,7,2,1,0,0.0794339149998491,87.9,Healthy
cust_47,Company_47,growth,799,2023-06-01,active,18,4,Healthcare,6.9,28,3,4,1,0,0.0622056243092393,70.0,At Risk
cust_48,Company_48,growth,799,2023-07-27,active,18,3,Finance,2.5,25,6,3,1,0,0.0798417279413411,85.0,Healthy
cust_49,Company_49,growth,799,2023-12-12,active,7,2,SaaS,3.2,21,6,0,1,0,0.113752321596267,89.6,Healthy
cust_50,Company_50,pro,1999,2023-05-01,active,22,2,Ecommerce,0.7,7,8,4,2,0,0.0740244692235022,60.5,At Risk
cust_51,Company_51,pro,1999,2023-02-07,active,15,5,Ecommerce,7.3,12,8,3,2,0,0.0454847205627699,73.0,At Risk
cust_52,Company_52,starter,299,2023-12-02,churned,23,1,Healthcare,2.6,25,8,0,0,1,0.3440042044110323,,
cust_53,Company_53,growth,799,2023-03-04,active,15,4,Other,9.9,19,6,3,1,0,0.064723914988691,83.5,Healthy
cust_54,Company_54,growth,799,2023-09-16,active,14,5,Healthcare,9.0,23,8,3,1,0,0.0606084375586616,85.0,Healthy
cust_55,Company_55,starter,299,2023-05-07,active,21,5,Healthcare,6.5,8,8,0,0,0,0.1085046578365248,82.0,Healthy
cust_56,Company_56,pro,1999,2023-05-01,active,9,5,SaaS,1.8,7,7,5,2,0,0.0880566517920788,54.3,At Risk
cust_57,Company_57,starter,299,2023-04-20,active,3,3,Other,4.9,1,4,3,0,0,0.121050119458974,32.8,Critical
cust_58,Company_58,starter,299,2023-10-27,churned,23,5,Healthcare,5.0,30,6,2,0,1,0.2096649668224253,,
cust_59,Company_59,pro,1999,2023-08-03,active,18,5,Other,9.0,15,4,2,2,0,0.0527572082899025,77.5,Healthy
cust_60,Company_60,growth,799,2023-01-15,active,13,4,Ecommerce,8.5,29,3,4,1,0,0.0553855815816421,70.0,At Risk
cust_61,Company_61,growth,799,2023-07-21,active,19,1,SaaS,6.6,4,8,1,1,0,0.0860665863217918,71.0,At Risk
cust_62,Company_62,starter,299,2023-07-14,active,11,3,Finance,7.7,12,5,3,0,0,0.078131270658426,70.9,At Risk
cust_63,Company_63,starter,299,2023-02-11,churned,16,5,SaaS,10.0,11,4,5,0,1,0.2295439625655735,,
cust_64,Company_64,starter,299,2023-11-30,active,2,2,Ecommerce,8.5,19,3,1,0,0,0.112369049889783,62.7,At Risk
cust_65,Company_65,starter,299,2023-12-09,active,4,2,Healthcare,7.1,24,6,1,0,0,0.1184278711611474,78.3,Healthy
cust_66,Company_66,growth,799,2023-02-28,active,6,1,Other,0.7,9,7,3,1,0,0.1358600523296129,56.0,At Risk
cust_67,Company_67,enterprise,4999,2023-04-12,active,3,41,Ecommerce,1.5,24,5,5,3,0,0.0383287191967638,61.3,At Risk
cust_68,Company_68,growth,799,2023-03-03,active,19,3,Other,4.6,11,2,4,1,0,0.0658653290156427,51.5,At Risk
cust_69,Company_69,growth,799,2023-01-07,active,14,1,Healthcare,9.6,20,8,5,1,0,0.0554744537129007,80.0,Healthy
cust_70,Company_70,starter,299,2023-04-01,active,24,3,Other,8.2,17,8,3,0,0,0.1126990742688831,80.5,Healthy
cust_71,Company_71,growth,799,2023-10-31,active,9,2,SaaS,3.1,14,4,3,1,0,0.0833269983654548,64.8,At Risk
cust_72,Company_72,growth,799,2023-12-09,active,13,4,Finance,2.2,6,6,2,1,0,0.1207382000652837,69.0,At Risk
cust_73,Company_73,starter,299,2023-11-02,active,23,5,SaaS,5.4,6,2,1,0,0,0.1315748227782056,59.0,At Risk
cust_74,Company_74,pro,1999,2023-09-08,active,18,4,Healthcare,4.8,0,2,2,2,0,0.0363259434133057,45.0,Critical
cust_75,Company_75,starter,299,2023-12-21,active,8,5,Finance,5.0,16,6,3,0,0,0.1234447487953155,70.7,At Risk
cust_76,Company_76,enterprise,4999,2023-10-09,active,11,30,Finance,3.4,7,2,5,3,0,0.0403411892448507,43.4,Critical
cust_77,Company_77,starter,299,2023-03-03,active,24,2,Ecommerce,2.6,15,5,5,0,0,0.1198898406315333,72.5,At Risk
cust_78,Company_78,growth,799,2023-09-26,active,20,1,Ecommerce,3.3,11,3,2,1,0,0.0794357146473377,66.5,At Risk
cust_79,Company_79,starter,299,2023-10-01,active,5,1,Other,3.3,30,3,5,0,0,0.1329010224523895,55.4,At Risk
cust_80,Company_80,pro,1999,2023-09-09,active,4,5,Finance,5.0,14,6,1,2,0,0.0490568209185951,69.3,At Risk
cust_81,Company_81,enterprise,4999,2023-05-10,active,16,5,Healthcare,5.2,18,1,1,3,0,0.0410876132336263,72.0,At Risk
cust_82,Company_82,starter,299,2023-10-16,churned,10,2,SaaS,5.8,13,4,4,0,1,0.1294702869195588,,
cust_83,Company_83,starter,299,2023-08-15,active,10,4,Finance,5.9,1,2,1,0,0,0.1132075204513321,47.3,Critical
cust_84,Company_84,growth,799,2023-05-16,active,22,2,Ecommerce,5.7,5,1,3,1,0,0.0728024957972885,42.5,Critical
cust_85,Company_85,growth,799,2023-11-01,active,16,2,Finance,7.2,22,8,0,1,0,0.0782239997848258,100.0,Healthy
cust_86,Company_86,growth,799,2023-05-16,active,21,2,Healthcare,1.6,7,3,2,1,0,0.0957517003413572,60.5,At Risk
cust_87,Company_87,pro,1999,2023-02-06,active,2,3,Other,7.6,18,5,3,2,0,0.0448614864330529,61.2,At Risk
cust_88,Company_88,starter,299,2023-12-19,active,10,3,Other,5.6,14,2,4,0,0,0.1496400995793778,51.8,At Risk
cust_89,Company_89,starter,299,2023-08-10,active,24,3,SaaS,1.4,30,1,5,0,0,0.1979624815812091,60.0,At Risk
cust_90,Company_90,pro,1999,2023-10-23,active,2,2,Healthcare,5.4,14,5,1,2,0,0.0544598313471446,65.2,At Risk
cust_91,Company_91,enterprise,4999,2023-08-12,active,21,6,Healthcare,3.8,10,6,5,3,0,0.0527031871721479,65.0,At Risk
cust_92,Company_92,starter,299,2023-03-24,active,11,4,Finance,6.8,12,1,3,0,0,0.0984845095011842,50.9,At Risk
cust_93,Company_93,starter,299,2023-05-10,churned,11,4,Other,8.3,0,8,3,0,1,0.2090617200314303,,
cust_94,Company_94,starter,299,2023-09-23,active,12,4,Healthcare,7.7,6,5,4,0,0,0.0875080437342783,59.0,At Risk
cust_95,Company_95,starter,299,2023-05-28,active,15,4,SaaS,0.8,20,4,5,0,0,0.2206030659499655,75.0,Healthy
cust_96,Company_96,starter,299,2023-10-10,active,1,1,Ecommerce,9.9,29,2,3,0,0,0.0985461043235356,47.1,Critical
cust_97,Company_97,enterprise,4999,2023-11-28,active,5,46,Finance,5.3,8,7,3,3,0,0.0608114754198491,52.4,At Risk
cust_98,Company_98,enterprise,4999,2023-05-05,active,15,25,Ecommerce,9.3,16,3,0,3,0,0.0459900666413891,84.0,Healthy
cust_99,Company_99,starter,299,2023-08-01,active,11,5,Finance,8.3,9,5,4,0,0,0.0777651446799024,61.4,At Risk
cust_100,Company_100,growth,799,2023-12-04,active,16,4,Other,5.1,10,7,3,1,0,0.0817679625154643,70.0,At Risk
cust_101,Company_101,enterprise,4999,2023-04-07,active,23,25,Ecommerce,8.6,13,1,2,3,0,0.044522032913711,59.5,At Risk
cust_102,Company_102,pro,1999,2023-12-28,active,13,2,Healthcare,9.7,4,6,0,2,0,0.0454075781173246,76.0,Healthy
cust_103,Company_103,pro,1999,2023-08-14,active,4,4,SaaS,7.4,13,3,0,2,0,0.0504858049893406,62.8,At Risk
cust_104,Company_104,growth,799,2023-05-16,active,11,4,SaaS,8.6,27,7,2,1,0,0.0728192776744828,87.9,Healthy
cust_105,Company_105,growth,799,2023-09-07,churned,18,1,Ecommerce,6.5,29,5,1,1,1,0.0857841171860964,,
cust_106,Company_106,pro,1999,2023-08-11,active,4,1,Healthcare,2.1,9,1,0,2,0,0.0676646865925539,46.8,Critical
cust_107,Company_107,starter,299,2023-01-29,active,10,4,Ecommerce,2.8,13,3,1,0,0,0.1343933123056659,70.3,At Risk
cust_108,Company_108,starter,299,2023-11-09,active,13,2,Healthcare,9.2,4,4,3,0,0,0.0979434983655198,56.0,At Risk
cust_109,Company_109,growth,799,2023-08-24,active,9,4,Finance,6.9,5,2,3,1,0,0.0700530874563088,41.3,Critical
cust_110,Company_110,enterprise,4999,2023-10-28,active,10,28,Finance,4.8,9,4,3,3,0,0.0462086368480383,59.3,At Risk
cust_111,Company_111,pro,1999,2023-02-24,active,8,3,Other,3.3,22,5,0,2,0,0.0450615713858741,91.7,Healthy
cust_112,Company_112,enterprise,4999,2023-12-04,active,13,37,SaaS,9.2,23,8,2,3,0,0.0413007493507124,90.0,Healthy
cust_113,Company_113,pro,1999,2023-04-28,active,20,2,Ecommerce,6.4,21,3,5,2,0,0.0501319989799434,70.0,At Risk
cust_114,Company_114,starter,299,2023-11-18,churned,21,4,SaaS,6.0,23,3,0,0,1,0.2045361134013261,,
cust_115,Company_115,enterprise,4999,2023-06-17,active,24,13,Ecommerce,8.0,28,6,4,3,0,0.027399454548046,80.0,Healthy
cust_116,Company_116,growth,799,2023-05-20,active,6,4,Finance,7.6,10,2,3,1,0,0.0563182555728907,42.5,Critical
cust_117,Company_117,enterprise,4999,2023-03-14,active,8,47,Healthcare,9.7,25,6,0,3,0,0.0338135749903932,91.7,Healthy
cust_118,Company_118,pro,1999,2023-01-08,active,9,4,Finance,6.9,21,5,4,2,0,0.0422010676890373,73.8,At Risk
cust_119,Company_119,starter,299,2023-11-23,churned,12,2,Healthcare,0.7,28,6,4,0,1,0.2190332921631646,,
cust_120,Company_120,starter,299,2023-02-02,active,21,3,Healthcare,1.6,1,1,2,0,0,0.1441059617785084,41.5,Critical
cust_121,Company_121,enterprise,4999,2023-03-01,active,4,35,Ecommerce,4.2,11,7,4,3,0,0.0502092045200247,49.8,Critical
cust_122,Company_122,pro,1999,2023-03-21,active,14,4,Other,4.4,30,5,0,2,0,0.041629036267613,100.0,Healthy
cust_123,Company_123,growth,799,2023-04-22,active,15,2,Finance,1.4,21,6,4,1,0,0.1026092013027736,80.0,Healthy
cust_124,Company_124,enterprise,4999,2023-11-27,active,12,18,Ecommerce,9.7,30,8,0,3,0,0.0747056539409243,100.0,Healthy
cust_125,Company_125,growth,799,2023-11-25,active,21,1,SaaS,8.0,7,3,4,1,0,0.0561932459728995,50.5,At Risk
cust_126,Company_126,starter,299,2023-10-11,active,7,2,Finance,7.9,25,1,2,0,0,0.1235619299344092,59.6,At Risk
cust_127,Company_127,pro,1999,2023-03-16,active,5,2,SaaS,6.8,0,3,0,2,0,0.0582744459803576,45.4,Critical
cust_128,Company_128,starter,299,2023-05-02,active,19,2,Finance,1.0,23,7,4,0,0,0.2030656274807048,80.0,Healthy
cust_129,Company_129,starter,299,2023-02-02,active,16,3,Other,6.1,14,4,4,0,0,0.1006376871901742,66.0,At Risk
cust_130,Company_130,starter,299,2023-12-04,active,17,1,SaaS,10.0,27,7,3,0,0,0.1380154664195557,85.0,Healthy
cust_131,Company_131,growth,799,2023-09-09,active,23,1,SaaS,3.6,4,2,1,1,0,0.0712550721649111,56.0,At Risk
cust_132,Company_132,starter,299,2023-11-21,active,19,3,Healthcare,9.9,16,5,3,0,0,0.1020016381536423,79.0,Healthy
cust_133,Company_133,growth,799,2023-08-09,active,4,1,Other,7.3,6,7,3,1,0,0.096658900945071,47.3,Critical
cust_134,Company_134,pro,1999,2023-07-31,active,11,4,Healthcare,7.4,10,7,2,2,0,0.0455836918775583,72.9,At Risk
cust_135,Company_135,growth,799,2023-07-11,active,5,4,SaaS,1.4,2,2,3,1,0,0.1124421257359011,28.4,Critical
cust_136,Company_136,starter,299,2023-07-10,active,5,5,Other,5.8,21,2,3,0,0,0.1442948152920437,55.4,At Risk
cust_137,Company_137,starter,299,2023-12-07,active,14,1,Finance,6.2,11,2,4,0,0,0.0974921418821461,51.5,At Risk
cust_138,Company_138,growth,799,2023-03-21,active,22,1,Finance,8.5,11,2,2,1,0,0.0624576308860426,61.5,At Risk
cust_139,Company_139,growth,799,2023-08-08,active,18,5,Other,6.9,17,1,4,1,0,0.0612774596737084,55.5,At Risk
cust_140,Company_140,enterprise,4999,2023-12-22,churned,9,18,Finance,9.3,11,1,1,3,1,0.0863959373201477,,
cust_141,Company_141,pro,1999,2023-10-17,active,22,2,SaaS,1.4,16,4,3,2,0,0.0642817393823565,74.0,At Risk
cust_142,Company_142,growth,799,2023-06-24,active,6,3,Other,6.2,28,1,1,1,0,0.0748498368778681,62.5,At Risk
cust_143,Company_143,starter,299,2023-11-13,active,2,3,Healthcare,6.8,15,8,3,0,0,0.0896089605842222,56.7,At Risk
cust_144,Company_144,starter,299,2023-09-20,active,4,1,Finance,6.9,18,8,4,0,0,0.0968859616681335,60.3,At Risk
cust_145,Company_145,growth,799,2023-01-24,active,8,5,SaaS,0.6,9,4,1,1,0,0.1294816914869335,65.2,At Risk
cust_146,Company_146,pro,1999,2023-05-29,active,11,4,Healthcare,2.2,12,4,4,2,0,0.070970731017844,60.9,At Risk
cust_147,Company_147,growth,799,2023-12-09,churned,12,1,Healthcare,0.7,29,2,2,1,1,0.1345432663520076,,
cust_148,Company_148,growth,799,2023-10-21,active,13,4,Finance,1.6,0,6,1,1,0,0.1149005140050989,65.0,At Risk
cust_149,Company_149,pro,1999,2023-11-13,active,15,3,SaaS,4.6,3,4,3,2,0,0.0584067735622891,54.5,At Risk
cust_150,Company_150,growth,799,2023-09-26,active,3,3,Finance,2.6,24,3,0,1,0,0.0952451665109891,71.3,At Risk
cust_151,Company_151,growth,799,2023-02-28,active,17,3,Finance,7.4,26,3,1,1,0,0.0679595564407887,85.0,Healthy
cust_152,Company_152,starter,299,2023-05-12,active,7,2,SaaS,2.2,24,8,3,0,0,0.1585882553736372,74.6,At Risk
cust_153,Company_153,pro,1999,2023-10-24,active,15,5,Other,3.6,20,6,1,2,0,0.0434538600607433,95.0,Healthy
cust_154,Company_154,growth,799,2023-08-29,active,15,3,Other,1.0,16,2,2,1,0,0.1105772462393068,69.0,At Risk
cust_155,Company_155,growth,799,2023-01-20,active,2,3,SaaS,6.6,27,2,4,1,0,0.0647132862975291,44.2,Critical
cust_156,Company_156,growth,799,2023-07-16,active,15,1,Healthcare,9.1,18,4,2,1,0,0.0698953205870087,82.0,Healthy
cust_157,Company_157,growth,799,2023-09-14,active,5,4,SaaS,8.2,26,6,5,1,0,0.0625415131109756,65.4,At Risk
cust_158,Company_158,starter,299,2023-11-27,churned,6,4,Healthcare,5.5,19,3,2,0,1,0.1699711663927761,,
cust_159,Company_159,starter,299,2023-05-25,active,13,3,Other,1.0,20,6,0,0,0,0.2628383546975477,100.0,Healthy
cust_160,Company_160,starter,299,2023-10-13,active,22,3,Other,8.8,10,2,4,0,0,0.0972390558320035,50.0,At Risk
cust_161,Company_161,growth,799,2023-06-29,active,10,4,Ecommerce,6.2,30,2,2,1,0,0.067714685844453,70.8,At Risk
cust_162,Company_162,growth,799,2023-11-26,active,11,5,SaaS,6.6,13,6,0,1,0,0.0775080923491756,87.4,Healthy
cust_163,Company_163,starter,299,2023-04-03,active,7,4,Ecommerce,2.7,4,3,0,0,0,0.1253758646631774,55.6,At Risk
cust_164,Company_164,starter,299,2023-02-21,active,17,5,SaaS,6.8,28,3,4,0,0,0.1108623455806977,70.0,At Risk
cust_165,Company_165,starter,299,2023-03-25,active,6,5,Ecommerce,7.4,1,7,2,0,0,0.0994804910338104,49.0,Critical
cust_166,Company_166,growth,799,2023-05-02,active,15,4,Ecommerce,5.6,9,8,1,1,0,0.0810993664861724,78.5,Healthy
cust_167,Company_167,starter,299,2023-10-20,active,15,3,Healthcare,5.3,13,3,1,0,0,0.1276071657947236,74.5,At Risk
cust_168,Company_168,pro,1999,2023-03-12,active,9,4,Finance,5.8,3,2,2,2,0,0.0454694297344168,43.3,Critical
cust_169,Company_169,starter,299,2023-03-24,active,9,5,Ecommerce,8.4,2,4,3,0,0,0.1039947944084705,46.8,Critical
cust_170,Company_170,pro,1999,2023-01-14,active,14,5,Finance,2.7,2,6,1,2,0,0.0480099376247445,68.0,At Risk
cust_171,Company_171,starter,299,2023-02-20,active,23,2,Ecommerce,0.9,29,8,5,0,0,0.2563357047665611,80.0,Healthy
cust_172,Company_172,pro,1999,2023-12-28,active,16,1,SaaS,0.7,6,3,4,2,0,0.0690886361305707,49.0,Critical
cust_173,Company_173,enterprise,4999,2023-11-08,active,17,50,Finance,2.8,3,1,1,3,0,0.0407216911674451,49.5,Critical
cust_174,Company_174,growth,799,2023-11-15,churned,15,4,Other,5.6,20,4,5,1,1,0.0788634143575048,,
cust_175,Company_175,starter,299,2023-08-08,active,1,2,Other,4.5,21,2,4,0,0,0.1461598971886444,42.1,Critical
cust_176,Company_176,enterprise,4999,2023-02-04,active,17,33,Other,0.7,27,8,0,3,0,0.032657188325145,100.0,Healthy
cust_177,Company_177,growth,799,2023-07-11,active,9,3,SaaS,3.8,23,2,4,1,0,0.0642713828735848,58.8,At Risk
cust_178,Company_178,pro,1999,2023-06-20,churned,5,5,Finance,8.2,5,8,5,2,1,0.0780796026776601,,
cust_179,Company_179,growth,799,2023-04-04,churned,5,4,SaaS,3.3,1,4,0,1,1,0.1553313884826141,,
cust_180,Company_180,starter,299,2023-06-08,active,17,5,Healthcare,2.9,24,4,2,0,0,0.1658314143751282,85.0,Healthy
cust_181,Company_181,starter,299,2023-01-25,active,21,1,Finance,4.7,12,8,3,0,0,0.1158010417285068,73.0,At Risk
cust_182,Company_182,starter,299,2023-04-06,active,16,3,Other,3.0,2,7,0,0,0,0.1274609930568212,73.0,At Risk
cust_183,Company_183,growth,799,2023-04-03,active,18,1,SaaS,3.6,9,5,3,1,0,0.0815854257441976,68.5,At Risk
cust_184,Company_184,growth,799,2023-08-07,active,6,3,Healthcare,0.9,27,6,4,1,0,0.1147084624101388,67.5,At Risk
cust_185,Company_185,enterprise,4999,2023-05-21,active,21,4,SaaS,6.9,12,6,4,3,0,0.0397649102222319,68.0,At Risk
cust_186,Company_186,pro,1999,2023-12-14,active,6,2,Other,6.9,14,1,1,2,0,0.0471591930910651,53.5,At Risk
cust_187,Company_187,starter,299,2023-11-27,active,12,5,SaaS,6.2,21,8,2,0,0,0.1195991826018326,90.0,Healthy
cust_188,Company_188,starter,299,2023-02-09,churned,19,3,Healthcare,3.5,8,4,0,0,1,0.1392747210353749,,
cust_189,Company_189,starter,299,2023-04-06,active,16,5,SaaS,3.0,8,8,1,0,0,0.1227263995271941,77.0,Healthy
cust_190,Company_190,enterprise,4999,2023-05-27,active,23,32,Ecommerce,1.7,27,2,3,3,0,0.0338391966241073,70.0,At Risk
cust_191,Company_191,starter,299,2024-01-01,active,15,3,Finance,7.2,17,5,2,0,0,0.1038963001717563,85.5,Healthy
cust_192,Company_192,pro,1999,2023-12-31,active,23,2,Finance,5.3,3,4,1,2,0,0.0629342335319396,64.5,At Risk
cust_193,Company_193,starter,299,2023-09-10,active,1,5,Finance,4.9,17,3,4,0,0,0.130891390128771,42.6,Critical
cust_194,Company_194,pro,1999,2023-02-03,active,10,4,Other,4.4,13,2,1,2,0,0.0334120099886532,65.3,At Risk
cust_195,Company_195,enterprise,4999,2023-11-25,active,3,44,Other,3.8,28,3,1,3,0,0.0535095603109469,66.3,At Risk
cust_196,Company_196,growth,799,2023-01-29,active,4,3,Ecommerce,2.0,29,4,2,1,0,0.1203735019821079,68.3,At Risk
cust_197,Company_197,enterprise,4999,2023-09-23,active,10,17,Ecommerce,6.5,17,5,1,3,0,0.0424676901947483,86.3,Healthy
cust_198,Company_198,growth,799,2023-11-11,active,18,2,Other,9.4,4,3,5,1,0,0.0729226581389821,46.0,Critical
cust_199,Company_199,growth,799,2023-11-06,active,11,5,SaaS,8.3,0,2,0,1,0,0.0657432338963456,52.9,At Risk
cust_200,Company_200,enterprise,4999,2023-10-23,active,9,50,Other,4.5,20,1,3,3,0,0.0439031582664321,58.8,At Risk
cust_201,Company_201,pro,1999,2023-10-07,active,10,3,Healthcare,2.8,25,7,2,2,0,0.0485538026842278,85.8,Healthy
cust_202,Company_202,growth,799,2023-12-19,active,2,4,Healthcare,4.9,10,3,2,1,0,0.0713283558685658,44.2,Critical
cust_203,Company_203,pro,1999,2023-06-13,active,24,3,Healthcare,1.7,11,2,2,2,0,0.0471316040393643,61.5,At Risk
cust_204,Company_204,starter,299,2023-03-04,active,9,2,SaaS,1.0,30,7,4,0,0,0.1939177653226688,73.8,At Risk
cust_205,Company_205,growth,799,2023-03-23,active,11,3,Ecommerce,7.7,15,8,3,1,0,0.0564352299589764,75.4,Healthy
cust_206,Company_206,pro,1999,2023-09-12,active,1,4,Other,4.8,7,4,4,2,0,0.0780065271995601,32.6,Critical
cust_207,Company_207,starter,299,2023-01-26,active,10,4,Finance,5.6,27,2,3,0,0,0.1685093690960954,65.8,At Risk
cust_208,Company_208,starter,299,2023-05-16,active,24,4,Finance,0.9,1,4,2,0,0,0.1200377018722891,56.5,At Risk
cust_209,Company_209,growth,799,2023-02-07,active,13,5,Finance,8.3,19,2,1,1,0,0.0658219355670859,78.5,Healthy
cust_210,Company_210,enterprise,4999,2023-07-21,active,12,22,Other,9.4,24,3,1,3,0,0.0429328765121181,85.0,Healthy
cust_211,Company_211,growth,799,2023-07-25,churned,17,1,Ecommerce,7.3,25,8,4,1,1,0.0600547115354973,,
cust_212,Company_212,growth,799,2023-11-07,active,17,5,Finance,2.0,19,5,4,1,0,0.1065551541891953,78.5,Healthy
cust_213,Company_213,starter,299,2023-09-18,active,18,5,Finance,5.0,0,6,2,0,0,0.1198916223435597,60.0,At Risk
cust_214,Company_214,growth,799,2023-08-02,active,19,1,Other,5.0,30,4,5,1,0,0.0663238853566557,75.0,Healthy
