customer_id,plan,mrr,industry,tenure_score,usage_score,feature_score,support_score,health_score,health_status
cust_4,starter,299,Other,8.333333333333332,1.5,25.0,0,34.8,Critical
cust_543,enterprise,4999,SaaS,18.75,6.0,5.0,5,34.8,Critical
cust_1751,pro,1999,Other,10.416666666666668,4.5,15.0,5,34.9,Critical
cust_2437,growth,799,Healthcare,25.0,0.0,10.0,0,35.0,Critical
cust_1510,starter,299,Other,2.083333333333333,3.0,15.0,15,35.1,Critical
cust_574,pro,1999,Finance,4.166666666666666,6.0,25.0,0,35.2,Critical
cust_1076,enterprise,4999,Other,18.75,1.5,5.0,10,35.3,Critical
cust_1719,starter,299,SaaS,6.25,9.0,15.0,5,35.3,Critical
cust_1584,growth,799,Ecommerce,10.416666666666668,0.0,25.0,0,35.4,Critical
cust_1686,growth,799,Other,12.5,3.0,10.0,10,35.5,Critical
cust_460,growth,799,Other,12.5,3.0,20.0,0,35.5,Critical
cust_1166,growth,799,SaaS,2.083333333333333,13.5,15.0,5,35.6,Critical
cust_1383,enterprise,4999,Healthcare,20.833333333333336,0.0,15.0,0,35.8,Critical
cust_1759,enterprise,4999,SaaS,6.25,4.5,5.0,20,35.8,Critical
cust_1898,growth,799,Finance,10.416666666666668,10.5,15.0,0,35.9,Critical
cust_1639,starter,299,SaaS,25.0,6.0,5.0,0,36.0,Critical
cust_2567,growth,799,Healthcare,25.0,6.0,5.0,0,36.0,Critical
cust_2708,enterprise,4999,SaaS,25.0,6.0,5.0,0,36.0,Critical
cust_14,growth,799,Other,2.083333333333333,24.0,10.0,0,36.1,Critical
cust_2254,starter,299,Finance,2.083333333333333,9.0,10.0,15,36.1,Critical
cust_1184,starter,299,SaaS,4.166666666666666,12.0,20.0,0,36.2,Critical
cust_1523,growth,799,Ecommerce,8.333333333333332,3.0,20.0,5,36.3,Critical
cust_2830,growth,799,SaaS,20.833333333333336,10.5,5.0,0,36.3,Critical
cust_2944,growth,799,Finance,8.333333333333332,3.0,25.0,0,36.3,Critical
cust_1234,growth,799,Finance,25.0,1.5,10.0,0,36.5,Critical
cust_2695,growth,799,Finance,12.5,9.0,10.0,5,36.5,Critical
cust_2750,growth,799,Finance,25.0,1.5,10.0,0,36.5,Critical
cust_2791,starter,299,Healthcare,25.0,1.5,10.0,0,36.5,Critical
cust_1213,starter,299,Healthcare,2.083333333333333,4.5,25.0,5,36.6,Critical
cust_1750,starter,299,Finance,2.083333333333333,19.5,5.0,10,36.6,Critical
cust_1522,starter,299,Other,4.166666666666666,7.5,25.0,0,36.7,Critical
cust_2521,starter,299,SaaS,16.666666666666664,0.0,15.0,5,36.7,Critical
cust_1601,enterprise,4999,SaaS,6.25,25.5,5.0,0,36.8,Critical
cust_725,starter,299,Finance,22.916666666666664,9.0,5.0,0,36.9,Critical
cust_615,pro,1999,Finance,4.166666666666666,18.0,10.0,5,37.2,Critical
cust_1391,starter,299,SaaS,12.5,0.0,25.0,0,37.5,Critical
cust_694,starter,299,Healthcare,25.0,7.5,5.0,0,37.5,Critical
cust_1337,growth,799,Ecommerce,14.583333333333334,3.0,15.0,5,37.6,Critical
cust_712,starter,299,Other,18.75,9.0,10.0,0,37.8,Critical
cust_2124,growth,799,Ecommerce,10.416666666666668,7.5,20.0,0,37.9,Critical
cust_2389,starter,299,Ecommerce,10.416666666666668,7.5,20.0,0,37.9,Critical
cust_2529,pro,1999,Other,22.916666666666664,0.0,10.0,5,37.9,Critical
cust_1504,enterprise,4999,SaaS,25.0,3.0,10.0,0,38.0,Critical
cust_1302,starter,299,Finance,25.0,3.0,10.0,0,38.0,Critical
cust_2051,starter,299,Ecommerce,25.0,3.0,5.0,5,38.0,Critical
cust_1568,pro,1999,SaaS,25.0,3.0,5.0,5,38.0,Critical
cust_3,growth,799,Healthcare,2.083333333333333,6.0,20.0,10,38.1,Critical
cust_2939,starter,299,Finance,2.083333333333333,21.0,10.0,5,38.1,Critical
cust_748,starter,299,Ecommerce,10.416666666666668,3.0,25.0,0,38.4,Critical
cust_1956,pro,1999,SaaS,6.25,22.5,5.0,5,38.8,Critical
cust_1087,starter,299,Ecommerce,8.333333333333332,10.5,5.0,15,38.8,Critical
cust_489,pro,1999,Healthcare,6.25,7.5,20.0,5,38.8,Critical
cust_269,enterprise,4999,Healthcare,10.416666666666668,13.5,15.0,0,38.9,Critical
cust_996,pro,1999,Other,25.0,9.0,5.0,0,39.0,Critical
cust_1072,pro,1999,SaaS,25.0,9.0,5.0,0,39.0,Critical
cust_2400,starter,299,Other,2.083333333333333,12.0,25.0,0,39.1,Critical
cust_1651,enterprise,4999,Healthcare,14.583333333333334,4.5,15.0,5,39.1,Critical
cust_1413,pro,1999,SaaS,14.583333333333334,4.5,20.0,0,39.1,Critical
cust_602,starter,299,Other,4.166666666666666,30.0,5.0,0,39.2,Critical
cust_2617,growth,799,Ecommerce,4.166666666666666,15.0,20.0,0,39.2,Critical
cust_2238,growth,799,Other,4.166666666666666,30.0,5.0,0,39.2,Critical
cust_2902,enterprise,4999,Finance,8.333333333333332,6.0,25.0,0,39.3,Critical
cust_1545,starter,299,Ecommerce,10.416666666666668,9.0,20.0,0,39.4,Critical
cust_2435,starter,299,Other,25.0,4.5,5.0,5,39.5,Critical
cust_1787,pro,1999,Healthcare,25.0,4.5,10.0,0,39.5,Critical
cust_244,pro,1999,Ecommerce,25.0,4.5,5.0,5,39.5,Critical
cust_1488,starter,299,Finance,25.0,4.5,10.0,0,39.5,Critical
cust_1032,pro,1999,Ecommerce,25.0,4.5,10.0,0,39.5,Critical
cust_1313,pro,1999,Ecommerce,25.0,4.5,5.0,5,39.5,Critical
cust_751,pro,1999,Ecommerce,14.583333333333334,0.0,10.0,15,39.6,Critical
cust_836,pro,1999,Ecommerce,14.583333333333334,0.0,10.0,15,39.6,Critical
cust_1803,starter,299,SaaS,2.083333333333333,7.5,10.0,20,39.6,Critical
cust_323,starter,299,Healthcare,4.166666666666666,10.5,25.0,0,39.7,Critical
cust_2751,growth,799,Other,16.666666666666664,3.0,10.0,10,39.7,Critical
cust_291,growth,799,Finance,8.333333333333332,1.5,10.0,20,39.8,Critical
cust_1403,growth,799,Ecommerce,18.75,6.0,5.0,10,39.8,Critical
cust_1086,starter,299,Finance,10.416666666666668,4.5,5.0,20,39.9,Critical
cust_677,growth,799,Ecommerce,10.416666666666668,4.5,25.0,0,39.9,Critical
cust_2368,starter,299,Ecommerce,25.0,0.0,15.0,0,40.0,Critical
cust_1317,enterprise,4999,SaaS,12.5,7.5,15.0,5,40.0,Critical
cust_2961,growth,799,Ecommerce,25.0,0.0,10.0,5,40.0,Critical
cust_640,starter,299,Finance,25.0,0.0,10.0,5,40.0,Critical
cust_2002,growth,799,SaaS,14.583333333333334,10.5,5.0,10,40.1,Critical
cust_1998,growth,799,Ecommerce,2.083333333333333,18.0,20.0,0,40.1,Critical
cust_2128,starter,299,Ecommerce,4.166666666666666,6.0,25.0,5,40.2,Critical
cust_2077,starter,299,Ecommerce,4.166666666666666,21.0,10.0,5,40.2,Critical
cust_1855,pro,1999,Healthcare,20.833333333333336,4.5,15.0,0,40.3,Critical
cust_978,growth,799,Ecommerce,6.25,9.0,5.0,20,40.3,Critical
cust_2166,pro,1999,SaaS,6.25,9.0,25.0,0,40.3,Critical
cust_1974,growth,799,SaaS,8.333333333333332,12.0,20.0,0,40.3,Critical
cust_274,starter,299,Finance,10.416666666666668,0.0,25.0,5,40.4,Critical
cust_719,starter,299,Other,10.416666666666668,0.0,25.0,5,40.4,Critical
cust_1656,pro,1999,Finance,12.5,3.0,25.0,0,40.5,Critical
cust_2873,growth,799,Other,2.083333333333333,13.5,25.0,0,40.6,Critical
cust_22,pro,1999,Finance,14.583333333333334,21.0,5.0,0,40.6,Critical
cust_2618,enterprise,4999,Finance,2.083333333333333,13.5,25.0,0,40.6,Critical
cust_1242,pro,1999,Healthcare,4.166666666666666,1.5,25.0,10,40.7,Critical
cust_815,growth,799,Finance,8.333333333333332,7.5,25.0,0,40.8,Critical
cust_828,growth,799,SaaS,6.25,19.5,10.0,5,40.8,Critical
cust_371,pro,1999,Healthcare,6.25,19.5,15.0,0,40.8,Critical
cust_1567,pro,1999,Finance,6.25,4.5,10.0,20,40.8,Critical
cust_1476,pro,1999,Healthcare,18.75,12.0,10.0,0,40.8,Critical
cust_1600,starter,299,Ecommerce,10.416666666666668,10.5,10.0,10,40.9,Critical
cust_270,starter,299,Healthcare,25.0,6.0,10.0,0,41.0,Critical
cust_2549,starter,299,Finance,25.0,6.0,10.0,0,41.0,Critical
cust_1923,pro,1999,Finance,14.583333333333334,1.5,25.0,0,41.1,Critical
cust_2082,pro,1999,SaaS,14.583333333333334,1.5,15.0,10,41.1,Critical
cust_524,starter,299,SaaS,4.166666666666666,12.0,25.0,0,41.2,Critical
cust_2969,starter,299,Finance,6.25,15.0,20.0,0,41.3,Critical
cust_1975,pro,1999,Finance,6.25,15.0,20.0,0,41.3,Critical
cust_2774,starter,299,Other,20.833333333333336,10.5,5.0,5,41.3,Critical
cust_109,growth,799,Finance,18.75,7.5,10.0,5,41.3,Critical
cust_2129,starter,299,Finance,25.0,1.5,15.0,0,41.5,Critical
cust_120,starter,299,Healthcare,25.0,1.5,5.0,10,41.5,Critical
cust_767,pro,1999,Healthcare,25.0,1.5,15.0,0,41.5,Critical
cust_1368,growth,799,SaaS,25.0,1.5,10.0,5,41.5,Critical
cust_393,pro,1999,Finance,25.0,1.5,15.0,0,41.5,Critical
cust_2121,pro,1999,Healthcare,25.0,1.5,5.0,10,41.5,Critical
cust_1705,starter,299,Healthcare,2.083333333333333,19.5,15.0,5,41.6,Critical
cust_1446,enterprise,4999,Other,14.583333333333334,12.0,10.0,5,41.6,Critical
cust_1680,growth,799,Healthcare,16.666666666666664,0.0,25.0,0,41.7,Critical
cust_1539,pro,1999,Other,16.666666666666664,0.0,25.0,0,41.7,Critical
cust_545,starter,299,SaaS,4.166666666666666,7.5,20.0,10,41.7,Critical
cust_1298,starter,299,Finance,6.25,25.5,10.0,0,41.8,Critical
cust_1754,starter,299,SaaS,10.416666666666668,16.5,10.0,5,41.9,Critical
cust_1060,starter,299,Ecommerce,10.416666666666668,1.5,25.0,5,41.9,Critical
cust_2810,growth,799,Healthcare,12.5,4.5,5.0,20,42.0,Critical
cust_774,starter,299,Other,25.0,12.0,5.0,0,42.0,Critical
cust_1673,growth,799,Finance,12.5,4.5,10.0,15,42.0,Critical
cust_1349,starter,299,Finance,12.5,4.5,15.0,10,42.0,Critical
cust_2360,enterprise,4999,Healthcare,14.583333333333334,7.5,15.0,5,42.1,Critical
cust_175,starter,299,Other,2.083333333333333,30.0,10.0,0,42.1,Critical
cust_886,pro,1999,Finance,14.583333333333334,7.5,20.0,0,42.1,Critical
cust_938,growth,799,Ecommerce,2.083333333333333,30.0,5.0,5,42.1,Critical
cust_2910,pro,1999,Other,6.25,21.0,5.0,10,42.3,Critical
cust_765,starter,299,Healthcare,8.333333333333332,9.0,25.0,0,42.3,Critical
cust_2027,pro,1999,SaaS,10.416666666666668,12.0,20.0,0,42.4,Critical
cust_2580,growth,799,Other,12.5,0.0,25.0,5,42.5,Critical
cust_84,growth,799,Ecommerce,25.0,7.5,5.0,5,42.5,Critical
cust_116,growth,799,Finance,12.5,15.0,10.0,5,42.5,Critical
cust_347,starter,299,Finance,25.0,7.5,5.0,5,42.5,Critical
cust_193,starter,299,Finance,2.083333333333333,25.5,15.0,0,42.6,Critical
cust_997,enterprise,4999,Finance,2.083333333333333,10.5,25.0,5,42.6,Critical
cust_1775,growth,799,Other,16.666666666666664,6.0,10.0,10,42.7,Critical
cust_1941,growth,799,Ecommerce,4.166666666666666,13.5,20.0,5,42.7,Critical
cust_1163,growth,799,Ecommerce,20.833333333333336,12.0,10.0,0,42.8,Critical
cust_799,growth,799,Finance,18.75,9.0,10.0,5,42.8,Critical
cust_620,starter,299,Other,8.333333333333332,19.5,5.0,10,42.8,Critical
cust_2017,starter,299,Healthcare,22.916666666666664,15.0,5.0,0,42.9,Critical
cust_1219,enterprise,4999,Healthcare,10.416666666666668,7.5,25.0,0,42.9,Critical
cust_453,pro,1999,SaaS,22.916666666666664,15.0,5.0,0,42.9,Critical
cust_1444,starter,299,Other,25.0,3.0,15.0,0,43.0,Critical
cust_1208,growth,799,Healthcare,25.0,3.0,5.0,10,43.0,Critical
cust_2483,growth,799,Ecommerce,25.0,3.0,15.0,0,43.0,Critical
cust_661,starter,299,SaaS,25.0,3.0,15.0,0,43.0,Critical
cust_472,starter,299,Finance,14.583333333333334,13.5,15.0,0,43.1,Critical
cust_2412,growth,799,Finance,16.666666666666664,1.5,25.0,0,43.2,Critical
cust_1804,growth,799,Finance,8.333333333333332,30.0,5.0,0,43.3,Critical
cust_2489,starter,299,Ecommerce,6.25,12.0,25.0,0,43.3,Critical
cust_2504,starter,299,Finance,8.333333333333332,30.0,5.0,0,43.3,Critical
cust_2215,growth,799,Ecommerce,6.25,12.0,25.0,0,43.3,Critical
cust_303,growth,799,Finance,8.333333333333332,30.0,5.0,0,43.3,Critical
cust_168,pro,1999,Finance,18.75,4.5,10.0,10,43.3,Critical
cust_76,enterprise,4999,Finance,22.916666666666664,10.5,10.0,0,43.4,Critical
cust_1364,pro,1999,Other,12.5,21.0,5.0,5,43.5,Critical
cust_1369,growth,799,Healthcare,25.0,13.5,5.0,0,43.5,Critical
cust_1620,pro,1999,Finance,14.583333333333334,9.0,20.0,0,43.6,Critical
cust_2705,growth,799,Other,14.583333333333334,9.0,5.0,15,43.6,Critical
cust_2720,growth,799,Other,18.75,0.0,20.0,5,43.8,Critical
cust_2020,pro,1999,Other,8.333333333333332,10.5,5.0,20,43.8,Critical
cust_1107,starter,299,SaaS,6.25,7.5,10.0,20,43.8,Critical
cust_2648,growth,799,Finance,12.5,1.5,15.0,15,44.0,Critical
cust_376,growth,799,Finance,12.5,1.5,25.0,5,44.0,Critical
cust_881,enterprise,4999,Ecommerce,12.5,1.5,25.0,5,44.0,Critical
cust_2886,starter,299,Other,14.583333333333334,4.5,25.0,0,44.1,Critical
cust_1597,enterprise,4999,Healthcare,4.166666666666666,15.0,25.0,0,44.2,Critical
cust_155,growth,799,SaaS,4.166666666666666,30.0,10.0,0,44.2,Critical
cust_202,growth,799,Healthcare,4.166666666666666,15.0,15.0,10,44.2,Critical
cust_2339,starter,299,Finance,4.166666666666666,30.0,10.0,0,44.2,Critical
cust_1992,growth,799,SaaS,4.166666666666666,30.0,10.0,0,44.2,Critical
cust_969,starter,299,Healthcare,4.166666666666666,15.0,15.0,10,44.2,Critical
cust_2114,pro,1999,Healthcare,6.25,18.0,5.0,15,44.3,Critical
cust_2094,starter,299,Finance,22.916666666666664,1.5,5.0,15,44.4,Critical
cust_1468,starter,299,Ecommerce,25.0,4.5,15.0,0,44.5,Critical
cust_2201,starter,299,Ecommerce,25.0,4.5,15.0,0,44.5,Critical
cust_861,starter,299,Healthcare,25.0,4.5,5.0,10,44.5,Critical
cust_1756,growth,799,Finance,25.0,4.5,15.0,0,44.5,Critical
cust_1332,growth,799,Other,2.083333333333333,22.5,15.0,5,44.6,Critical
cust_1424,pro,1999,Finance,14.583333333333334,0.0,25.0,5,44.6,Critical
cust_2459,growth,799,Healthcare,16.666666666666664,3.0,25.0,0,44.7,Critical
cust_2131,pro,1999,Healthcare,16.666666666666664,18.0,10.0,0,44.7,Critical
cust_1258,pro,1999,Ecommerce,18.75,6.0,5.0,15,44.8,Critical
cust_315,growth,799,SaaS,6.25,13.5,20.0,5,44.8,Critical
cust_2233,pro,1999,Ecommerce,8.333333333333332,1.5,25.0,10,44.8,Critical
cust_2554,growth,799,Other,25.0,0.0,20.0,0,45.0,Critical
cust_1083,growth,799,SaaS,25.0,0.0,5.0,15,45.0,Critical
cust_427,enterprise,4999,Finance,25.0,0.0,20.0,0,45.0,Critical
cust_1821,pro,1999,Other,25.0,0.0,20.0,0,45.0,Critical
cust_1830,growth,799,Other,25.0,0.0,20.0,0,45.0,Critical
cust_485,pro,1999,Finance,12.5,7.5,15.0,10,45.0,Critical
cust_2317,growth,799,SaaS,12.5,7.5,25.0,0,45.0,Critical
cust_2813,pro,1999,Other,12.5,7.5,15.0,10,45.0,Critical
cust_74,pro,1999,Healthcare,25.0,0.0,10.0,10,45.0,Critical
cust_2879,enterprise,4999,Other,12.5,22.5,10.0,0,45.0,Critical
cust_611,starter,299,SaaS,25.0,0.0,20.0,0,45.0,Critical
cust_1229,starter,299,Other,2.083333333333333,3.0,25.0,15,45.1,Critical
cust_466,starter,299,Ecommerce,2.083333333333333,18.0,25.0,0,45.1,Critical
cust_2224,pro,1999,Ecommerce,14.583333333333334,10.5,5.0,15,45.1,Critical
cust_308,enterprise,4999,Ecommerce,4.166666666666666,6.0,20.0,15,45.2,Critical
cust_709,starter,299,SaaS,16.666666666666664,13.5,15.0,0,45.2,Critical
cust_957,pro,1999,Ecommerce,18.75,1.5,20.0,5,45.3,Critical
cust_705,enterprise,4999,Healthcare,6.25,9.0,25.0,5,45.3,Critical
cust_2601,enterprise,4999,SaaS,10.416666666666668,30.0,5.0,0,45.4,Critical
cust_127,pro,1999,SaaS,10.416666666666668,0.0,15.0,20,45.4,Critical
cust_2669,starter,299,Other,12.5,3.0,15.0,15,45.5,Critical
cust_1642,starter,299,Ecommerce,25.0,10.5,5.0,5,45.5,Critical
cust_1688,growth,799,Ecommerce,16.666666666666664,24.0,5.0,0,45.7,Critical
cust_394,pro,1999,Finance,16.666666666666664,24.0,5.0,0,45.7,Critical
cust_1713,growth,799,Healthcare,6.25,19.5,15.0,5,45.8,Critical
cust_2600,starter,299,Finance,20.833333333333336,0.0,25.0,0,45.8,Critical
cust_1638,starter,299,Ecommerce,8.333333333333332,22.5,5.0,10,45.8,Critical
cust_2571,enterprise,4999,Ecommerce,20.833333333333336,0.0,10.0,15,45.8,Critical
cust_2087,enterprise,4999,Other,20.833333333333336,15.0,5.0,5,45.8,Critical
cust_2924,growth,799,Other,8.333333333333332,7.5,20.0,10,45.8,Critical
cust_2125,starter,299,Ecommerce,25.0,6.0,5.0,10,46.0,Critical
cust_1886,growth,799,SaaS,25.0,6.0,5.0,10,46.0,Critical
cust_198,growth,799,Other,25.0,6.0,15.0,0,46.0,Critical
cust_249,starter,299,Ecommerce,12.5,13.5,15.0,5,46.0,Critical
cust_1881,pro,1999,Other,25.0,6.0,5.0,10,46.0,Critical
cust_641,starter,299,Finance,25.0,6.0,10.0,5,46.0,Critical
cust_1371,pro,1999,SaaS,25.0,6.0,15.0,0,46.0,Critical
cust_785,growth,799,Ecommerce,25.0,6.0,5.0,10,46.0,Critical
cust_1239,enterprise,4999,SaaS,14.583333333333334,1.5,25.0,5,46.1,Critical
cust_2528,growth,799,Finance,14.583333333333334,1.5,25.0,5,46.1,Critical
