customer_id,company_name,plan,mrr,start_date,status,tenure_months,seats,industry,avg_dau,login_days_30,features_used,support_tickets,tenure_score,usage_score,feature_score,support_score,health_score,health_status,churn_probability
cust_2768,Company_2768,pro,1999,2023-10-16,active,3,4,Ecommerce,4.0,7,1,4,6.25,10.5,5.0,0.0,21.8,Critical,0.782
cust_820,Company_820,enterprise,4999,2023-10-19,active,5,4,Finance,3.6,1,2,4,10.416666666666668,1.5,10.0,0.0,21.9,Critical,0.7809999999999999
cust_1700,Company_1700,enterprise,4999,2023-03-26,active,1,10,Other,3.1,0,4,5,2.083333333333333,0.0,20.0,0.0,22.1,Critical,0.779
cust_1951,Company_1951,starter,299,2023-05-26,active,1,4,Other,1.8,10,1,4,2.083333333333333,15.0,5.0,0.0,22.1,Critical,0.779
cust_2116,Company_2116,starter,299,2023-04-06,active,3,4,SaaS,7.1,4,1,3,6.25,6.0,5.0,5.0,22.3,Critical,0.777
cust_2290,Company_2290,growth,799,2023-07-21,active,1,2,SaaS,8.4,1,3,3,2.083333333333333,1.5,15.0,5.0,23.6,Critical,0.764
cust_1052,Company_1052,starter,299,2023-08-11,active,1,2,SaaS,2.3,1,3,3,2.083333333333333,1.5,15.0,5.0,23.6,Critical,0.764
cust_1454,Company_1454,pro,1999,2023-07-28,active,2,5,Other,2.1,3,1,2,4.166666666666666,4.5,5.0,10.0,23.7,Critical,0.763
cust_1813,Company_1813,starter,299,2023-05-18,active,2,4,Finance,8.4,3,1,2,4.166666666666666,4.5,5.0,10.0,23.7,Critical,0.763
cust_2355,Company_2355,pro,1999,2023-08-21,active,5,1,Healthcare,3.0,6,1,5,10.416666666666668,9.0,5.0,0.0,24.4,Critical,0.7559999999999999
cust_726,Company_726,starter,299,2023-06-26,active,5,5,Ecommerce,5.6,3,1,3,10.416666666666668,4.5,5.0,5.0,24.9,Critical,0.7509999999999999
cust_2062,Company_2062,growth,799,2023-07-13,active,1,2,Ecommerce,0.7,2,3,3,2.083333333333333,3.0,15.0,5.0,25.1,Critical,0.7490000000000001
cust_2167,Company_2167,starter,299,2023-12-30,active,5,4,Ecommerce,9.1,0,3,4,10.416666666666668,0.0,15.0,0.0,25.4,Critical,0.746
cust_1134,Company_1134,enterprise,4999,2023-10-23,active,1,24,SaaS,3.4,9,2,5,2.083333333333333,13.5,10.0,0.0,25.6,Critical,0.7440000000000001
cust_1297,Company_1297,pro,1999,2023-10-02,active,7,1,Other,6.3,4,1,5,14.583333333333334,6.0,5.0,0.0,25.6,Critical,0.7440000000000001
cust_2466,Company_2466,growth,799,2023-04-01,active,2,3,Ecommerce,3.0,11,1,5,4.166666666666666,16.5,5.0,0.0,25.7,Critical,0.743
cust_956,Company_956,pro,1999,2023-11-07,active,4,1,Other,7.5,5,2,5,8.333333333333332,7.5,10.0,0.0,25.8,Critical,0.742
cust_2812,Company_2812,starter,299,2023-03-14,active,1,2,Ecommerce,5.3,3,2,2,2.083333333333333,4.5,10.0,10.0,26.6,Critical,0.7340000000000001
cust_1477,Company_1477,growth,799,2023-10-27,active,6,4,Finance,2.6,3,2,5,12.5,4.5,10.0,0.0,27.0,Critical,0.73
cust_2471,Company_2471,pro,1999,2023-09-02,active,7,2,Healthcare,7.4,5,1,5,14.583333333333334,7.5,5.0,0.0,27.1,Critical,0.7290000000000001
cust_2623,Company_2623,pro,1999,2023-08-18,active,1,4,Other,4.3,10,1,3,2.083333333333333,15.0,5.0,5.0,27.1,Critical,0.7290000000000001
cust_2411,Company_2411,starter,299,2023-03-06,active,1,3,Other,7.3,0,8,5,2.083333333333333,0.0,25.0,0.0,27.1,Critical,0.7290000000000001
cust_2803,Company_2803,starter,299,2023-06-15,active,6,4,Finance,9.0,0,3,5,12.5,0.0,15.0,0.0,27.5,Critical,0.725
cust_895,Company_895,pro,1999,2023-12-23,active,1,3,Ecommerce,4.7,7,1,2,2.083333333333333,10.5,5.0,10.0,27.6,Critical,0.7240000000000001
cust_1008,Company_1008,starter,299,2023-06-01,active,8,4,Ecommerce,6.2,4,1,4,16.666666666666664,6.0,5.0,0.0,27.7,Critical,0.723
cust_135,Company_135,growth,799,2023-07-11,active,5,4,SaaS,1.4,2,2,3,10.416666666666668,3.0,10.0,5.0,28.4,Critical,0.716
cust_380,Company_380,enterprise,4999,2023-08-18,active,6,11,Ecommerce,8.2,4,1,3,12.5,6.0,5.0,5.0,28.5,Critical,0.715
cust_2029,Company_2029,growth,799,2023-11-22,active,6,3,Other,2.2,4,2,5,12.5,6.0,10.0,0.0,28.5,Critical,0.715
cust_2982,Company_2982,enterprise,4999,2023-02-13,active,2,11,Other,5.1,3,2,2,4.166666666666666,4.5,10.0,10.0,28.7,Critical,0.713
cust_829,Company_829,growth,799,2023-10-19,active,9,5,SaaS,7.8,0,2,5,18.75,0.0,10.0,0.0,28.8,Critical,0.7120000000000001
cust_1108,Company_1108,starter,299,2023-01-06,active,10,2,SaaS,2.8,2,1,4,20.833333333333336,3.0,5.0,0.0,28.8,Critical,0.7120000000000001
cust_1172,Company_1172,starter,299,2023-06-05,active,3,5,Healthcare,3.1,5,3,4,6.25,7.5,15.0,0.0,28.8,Critical,0.7120000000000001
cust_2280,Company_2280,pro,1999,2023-11-26,active,8,3,Finance,6.8,5,1,5,16.666666666666664,7.5,5.0,0.0,29.2,Critical,0.708
cust_452,Company_452,enterprise,4999,2023-09-21,active,4,28,Finance,5.8,4,3,4,8.333333333333332,6.0,15.0,0.0,29.3,Critical,0.7070000000000001
cust_855,Company_855,pro,1999,2023-02-05,active,3,4,Ecommerce,4.6,12,1,5,6.25,18.0,5.0,0.0,29.3,Critical,0.7070000000000001
cust_1300,Company_1300,pro,1999,2023-07-11,active,11,5,Ecommerce,9.4,1,1,4,22.916666666666664,1.5,5.0,0.0,29.4,Critical,0.706
cust_2110,Company_2110,pro,1999,2023-06-07,active,11,1,SaaS,7.5,1,1,5,22.916666666666664,1.5,5.0,0.0,29.4,Critical,0.706
cust_1288,Company_1288,starter,299,2023-08-29,active,5,2,Healthcare,3.2,6,2,4,10.416666666666668,9.0,10.0,0.0,29.4,Critical,0.706
cust_1385,Company_1385,starter,299,2023-10-03,active,5,1,SaaS,4.3,6,2,4,10.416666666666668,9.0,10.0,0.0,29.4,Critical,0.706
cust_430,Company_430,pro,1999,2023-09-11,active,6,4,Finance,2.8,8,1,4,12.5,12.0,5.0,0.0,29.5,Critical,0.705
cust_2609,Company_2609,starter,299,2023-10-04,active,1,5,Healthcare,4.2,5,1,1,2.083333333333333,7.5,5.0,15.0,29.6,Critical,0.7040000000000001
cust_2955,Company_2955,starter,299,2023-03-20,active,1,4,Healthcare,4.0,15,1,4,2.083333333333333,22.5,5.0,0.0,29.6,Critical,0.7040000000000001
cust_1535,Company_1535,growth,799,2023-11-26,active,2,2,Finance,5.3,7,3,5,4.166666666666666,10.5,15.0,0.0,29.7,Critical,0.703
cust_518,Company_518,pro,1999,2023-03-31,active,15,5,Healthcare,3.5,0,1,5,25.0,0.0,5.0,0.0,30.0,Critical,0.7
cust_1957,Company_1957,starter,299,2023-11-11,active,6,5,Healthcare,3.1,5,1,3,12.5,7.5,5.0,5.0,30.0,Critical,0.7
cust_2171,Company_2171,starter,299,2023-06-29,active,2,1,SaaS,5.7,14,1,4,4.166666666666666,21.0,5.0,0.0,30.2,Critical,0.698
cust_2938,Company_2938,growth,799,2023-08-27,active,5,5,Healthcare,4.1,0,4,4,10.416666666666668,0.0,20.0,0.0,30.4,Critical,0.696
cust_237,Company_237,pro,1999,2023-08-17,active,2,5,Healthcare,4.8,1,8,5,4.166666666666666,1.5,25.0,0.0,30.7,Critical,0.693
cust_2946,Company_2946,enterprise,4999,2023-03-24,active,8,27,Other,2.5,3,1,3,16.666666666666664,4.5,5.0,5.0,31.2,Critical,0.688
cust_1053,Company_1053,growth,799,2023-06-19,active,2,2,Healthcare,9.6,8,2,3,4.166666666666666,12.0,10.0,5.0,31.2,Critical,0.688
cust_1041,Company_1041,starter,299,2023-01-30,active,3,5,Healthcare,8.2,0,7,5,6.25,0.0,25.0,0.0,31.3,Critical,0.687
cust_2382,Company_2382,starter,299,2023-12-08,active,4,5,Other,9.3,2,3,3,8.333333333333332,3.0,15.0,5.0,31.3,Critical,0.687
cust_2809,Company_2809,starter,299,2023-01-22,active,3,3,SaaS,8.5,0,7,4,6.25,0.0,25.0,0.0,31.3,Critical,0.687
cust_2402,Company_2402,pro,1999,2023-01-09,active,5,5,SaaS,7.0,4,3,5,10.416666666666668,6.0,15.0,0.0,31.4,Critical,0.6859999999999999
cust_2384,Company_2384,growth,799,2023-09-21,active,22,2,Healthcare,4.1,1,1,4,25.0,1.5,5.0,0.0,31.5,Critical,0.685
cust_2690,Company_2690,growth,799,2023-11-09,active,1,3,Ecommerce,0.9,3,8,5,2.083333333333333,4.5,25.0,0.0,31.6,Critical,0.684
cust_2636,Company_2636,growth,799,2023-01-14,active,3,2,SaaS,1.1,7,2,3,6.25,10.5,10.0,5.0,31.8,Critical,0.682
cust_2256,Company_2256,starter,299,2023-03-19,active,4,2,SaaS,4.0,9,2,5,8.333333333333332,13.5,10.0,0.0,31.8,Critical,0.682
cust_2494,Company_2494,starter,299,2023-03-25,active,10,4,Ecommerce,6.1,4,1,4,20.833333333333336,6.0,5.0,0.0,31.8,Critical,0.682
cust_2674,Company_2674,pro,1999,2023-08-16,active,5,1,SaaS,8.5,1,3,3,10.416666666666668,1.5,15.0,5.0,31.9,Critical,0.6809999999999999
cust_944,Company_944,starter,299,2023-01-06,active,6,4,Healthcare,2.0,3,3,4,12.5,4.5,15.0,0.0,32.0,Critical,0.68
cust_889,Company_889,pro,1999,2023-05-25,active,2,5,Other,1.2,2,7,5,4.166666666666666,3.0,25.0,0.0,32.2,Critical,0.6779999999999999
cust_470,Company_470,starter,299,2023-10-18,active,2,5,Healthcare,6.6,2,5,5,4.166666666666666,3.0,25.0,0.0,32.2,Critical,0.6779999999999999
cust_1730,Company_1730,enterprise,4999,2023-08-01,active,3,22,Ecommerce,0.9,4,4,4,6.25,6.0,20.0,0.0,32.3,Critical,0.677
cust_2519,Company_2519,starter,299,2023-09-02,active,10,1,Ecommerce,6.3,1,2,4,20.833333333333336,1.5,10.0,0.0,32.3,Critical,0.677
cust_206,Company_206,pro,1999,2023-09-12,active,1,4,Other,4.8,7,4,4,2.083333333333333,10.5,20.0,0.0,32.6,Critical,0.674
cust_1711,Company_1711,pro,1999,2023-10-12,active,8,2,Ecommerce,4.9,4,2,5,16.666666666666664,6.0,10.0,0.0,32.7,Critical,0.6729999999999999
cust_682,Company_682,growth,799,2023-06-24,active,3,3,Ecommerce,2.2,1,7,5,6.25,1.5,25.0,0.0,32.8,Critical,0.672
cust_57,Company_57,starter,299,2023-04-20,active,3,3,Other,4.9,1,4,3,6.25,1.5,20.0,5.0,32.8,Critical,0.672
cust_2397,Company_2397,starter,299,2023-08-11,active,4,2,Healthcare,1.3,3,2,2,8.333333333333332,4.5,10.0,10.0,32.8,Critical,0.672
cust_2093,Company_2093,growth,799,2023-04-30,active,11,3,SaaS,7.0,0,2,5,22.916666666666664,0.0,10.0,0.0,32.9,Critical,0.6709999999999999
cust_502,Company_502,pro,1999,2023-08-30,active,20,1,Finance,2.6,2,1,5,25.0,3.0,5.0,0.0,33.0,Critical,0.67
cust_2657,Company_2657,growth,799,2023-03-28,active,20,3,Ecommerce,6.5,2,1,5,25.0,3.0,5.0,0.0,33.0,Critical,0.67
cust_1010,Company_1010,pro,1999,2023-07-12,active,2,3,Ecommerce,8.4,6,4,5,4.166666666666666,9.0,20.0,0.0,33.2,Critical,0.6679999999999999
cust_962,Company_962,starter,299,2023-08-08,active,4,1,Finance,3.6,0,7,5,8.333333333333332,0.0,25.0,0.0,33.3,Critical,0.667
cust_608,Company_608,growth,799,2023-01-23,active,6,5,Ecommerce,2.0,4,3,5,12.5,6.0,15.0,0.0,33.5,Critical,0.665
cust_2449,Company_2449,pro,1999,2023-02-08,active,1,2,SaaS,1.9,11,2,3,2.083333333333333,16.5,10.0,5.0,33.6,Critical,0.664
cust_1074,Company_1074,starter,299,2023-10-01,active,8,2,Finance,9.3,8,1,5,16.666666666666664,12.0,5.0,0.0,33.7,Critical,0.6629999999999999
cust_1905,Company_1905,pro,1999,2023-10-23,active,3,1,Healthcare,6.2,5,1,1,6.25,7.5,5.0,15.0,33.8,Critical,0.662
cust_1717,Company_1717,growth,799,2023-09-10,active,3,2,SaaS,0.5,5,1,1,6.25,7.5,5.0,15.0,33.8,Critical,0.662
cust_1080,Company_1080,starter,299,2023-09-03,active,3,4,Ecommerce,8.2,5,4,4,6.25,7.5,20.0,0.0,33.8,Critical,0.662
cust_960,Company_960,enterprise,4999,2023-06-22,active,7,5,Ecommerce,9.6,3,3,5,14.583333333333334,4.5,15.0,0.0,34.1,Critical,0.659
cust_1412,Company_1412,growth,799,2023-02-01,active,7,5,Other,5.0,3,1,2,14.583333333333334,4.5,5.0,10.0,34.1,Critical,0.659
cust_1461,Company_1461,starter,299,2023-11-21,active,2,2,Ecommerce,4.3,0,8,3,4.166666666666666,0.0,25.0,5.0,34.2,Critical,0.6579999999999999
cust_2194,Company_2194,starter,299,2023-03-16,active,2,5,SaaS,3.8,0,6,3,4.166666666666666,0.0,25.0,5.0,34.2,Critical,0.6579999999999999
cust_718,Company_718,pro,1999,2023-08-23,active,3,2,Finance,9.6,2,2,1,6.25,3.0,10.0,15.0,34.3,Critical,0.657
cust_657,Company_657,growth,799,2023-12-20,active,3,5,Finance,4.9,2,2,1,6.25,3.0,10.0,15.0,34.3,Critical,0.657
cust_327,Company_327,growth,799,2023-11-12,active,5,3,SaaS,5.4,6,3,4,10.416666666666668,9.0,15.0,0.0,34.4,Critical,0.6559999999999999
cust_1427,Company_1427,starter,299,2023-12-28,active,16,5,Other,4.1,3,1,5,25.0,4.5,5.0,0.0,34.5,Critical,0.655
cust_543,Company_543,enterprise,4999,2023-05-25,active,9,29,SaaS,2.7,4,1,3,18.75,6.0,5.0,5.0,34.8,Critical,0.652
cust_4,Company_4,starter,299,2023-07-14,active,4,3,Other,3.0,1,8,4,8.333333333333332,1.5,25.0,0.0,34.8,Critical,0.652
cust_1751,Company_1751,pro,1999,2023-02-13,active,5,5,Other,5.8,3,3,3,10.416666666666668,4.5,15.0,5.0,34.9,Critical,0.6509999999999999
cust_2437,Company_2437,growth,799,2023-01-29,active,23,1,Healthcare,1.5,0,2,4,25.0,0.0,10.0,0.0,35.0,Critical,0.65
cust_1510,Company_1510,starter,299,2023-06-06,active,1,5,Other,4.1,2,3,1,2.083333333333333,3.0,15.0,15.0,35.1,Critical,0.649
cust_574,Company_574,pro,1999,2023-07-15,active,2,1,Finance,5.6,4,6,4,4.166666666666666,6.0,25.0,0.0,35.2,Critical,0.648
cust_1076,Company_1076,enterprise,4999,2023-10-09,active,9,27,Other,3.3,1,1,2,18.75,1.5,5.0,10.0,35.3,Critical,0.647
cust_1719,Company_1719,starter,299,2023-10-26,active,3,5,SaaS,8.3,6,3,3,6.25,9.0,15.0,5.0,35.3,Critical,0.647
cust_1584,Company_1584,growth,799,2023-05-29,active,5,4,Ecommerce,4.5,0,5,5,10.416666666666668,0.0,25.0,0.0,35.4,Critical,0.6459999999999999
cust_460,Company_460,growth,799,2023-02-19,active,6,5,Other,0.6,2,4,5,12.5,3.0,20.0,0.0,35.5,Critical,0.645
cust_1686,Company_1686,growth,799,2023-08-05,active,6,2,Other,7.3,2,2,2,12.5,3.0,10.0,10.0,35.5,Critical,0.645
cust_1166,Company_1166,growth,799,2023-05-26,active,1,5,SaaS,9.2,9,3,3,2.083333333333333,13.5,15.0,5.0,35.6,Critical,0.644
cust_1383,Company_1383,enterprise,4999,2023-07-09,active,10,21,Healthcare,6.9,0,3,4,20.833333333333336,0.0,15.0,0.0,35.8,Critical,0.642
cust_1759,Company_1759,enterprise,4999,2023-08-04,active,3,18,SaaS,1.8,3,1,0,6.25,4.5,5.0,20.0,35.8,Critical,0.642
cust_1898,Company_1898,growth,799,2023-04-11,active,5,5,Finance,2.3,7,3,5,10.416666666666668,10.5,15.0,0.0,35.9,Critical,0.6409999999999999
cust_2708,Company_2708,enterprise,4999,2023-11-28,active,18,25,SaaS,5.4,4,1,5,25.0,6.0,5.0,0.0,36.0,Critical,0.64
cust_2567,Company_2567,growth,799,2023-11-04,active,13,2,Healthcare,4.4,4,1,4,25.0,6.0,5.0,0.0,36.0,Critical,0.64
cust_1639,Company_1639,starter,299,2023-12-27,active,15,4,SaaS,0.6,4,1,4,25.0,6.0,5.0,0.0,36.0,Critical,0.64
cust_14,Company_14,growth,799,2023-08-21,active,1,3,Other,7.7,16,2,5,2.083333333333333,24.0,10.0,0.0,36.1,Critical,0.639
cust_2254,Company_2254,starter,299,2023-09-21,active,1,5,Finance,1.4,6,2,1,2.083333333333333,9.0,10.0,15.0,36.1,Critical,0.639
cust_1184,Company_1184,starter,299,2023-01-28,active,2,2,SaaS,5.6,8,4,4,4.166666666666666,12.0,20.0,0.0,36.2,Critical,0.638
cust_1523,Company_1523,growth,799,2023-04-20,active,4,2,Ecommerce,7.3,2,4,3,8.333333333333332,3.0,20.0,5.0,36.3,Critical,0.637
cust_2830,Company_2830,growth,799,2023-02-05,active,10,5,SaaS,1.8,7,1,4,20.833333333333336,10.5,5.0,0.0,36.3,Critical,0.637
cust_2944,Company_2944,growth,799,2023-01-10,active,4,2,Finance,6.5,2,7,5,8.333333333333332,3.0,25.0,0.0,36.3,Critical,0.637
cust_1234,Company_1234,growth,799,2023-05-04,active,17,5,Finance,4.3,1,2,4,25.0,1.5,10.0,0.0,36.5,Critical,0.635
cust_2695,Company_2695,growth,799,2023-05-24,active,6,4,Finance,9.3,6,2,3,12.5,9.0,10.0,5.0,36.5,Critical,0.635
cust_2750,Company_2750,growth,799,2023-02-18,active,17,5,Finance,5.3,1,2,5,25.0,1.5,10.0,0.0,36.5,Critical,0.635
cust_2791,Company_2791,starter,299,2023-10-15,active,14,1,Healthcare,9.2,1,2,4,25.0,1.5,10.0,0.0,36.5,Critical,0.635
cust_1213,Company_1213,starter,299,2023-08-31,active,1,4,Healthcare,1.0,3,5,3,2.083333333333333,4.5,25.0,5.0,36.6,Critical,0.634
cust_1750,Company_1750,starter,299,2023-04-07,active,1,1,Finance,6.7,13,1,2,2.083333333333333,19.5,5.0,10.0,36.6,Critical,0.634
cust_1522,Company_1522,starter,299,2023-10-03,active,2,4,Other,5.5,5,6,5,4.166666666666666,7.5,25.0,0.0,36.7,Critical,0.633
cust_2521,Company_2521,starter,299,2023-10-31,active,8,1,SaaS,4.5,0,3,3,16.666666666666664,0.0,15.0,5.0,36.7,Critical,0.633
cust_1601,Company_1601,enterprise,4999,2023-06-23,active,3,49,SaaS,5.2,17,1,4,6.25,25.5,5.0,0.0,36.8,Critical,0.632
cust_725,Company_725,starter,299,2023-01-22,active,11,4,Finance,4.0,6,1,5,22.916666666666664,9.0,5.0,0.0,36.9,Critical,0.631
cust_615,Company_615,pro,1999,2023-07-04,active,2,3,Finance,4.0,12,2,3,4.166666666666666,18.0,10.0,5.0,37.2,Critical,0.628
cust_694,Company_694,starter,299,2023-03-15,active,21,4,Healthcare,2.8,5,1,4,25.0,7.5,5.0,0.0,37.5,Critical,0.625
cust_1391,Company_1391,starter,299,2023-05-08,active,6,4,SaaS,9.5,0,7,4,12.5,0.0,25.0,0.0,37.5,Critical,0.625
cust_1337,Company_1337,growth,799,2023-02-03,active,7,5,Ecommerce,7.4,2,3,3,14.583333333333334,3.0,15.0,5.0,37.6,Critical,0.624
cust_712,Company_712,starter,299,2023-08-07,active,9,5,Other,6.0,6,2,4,18.75,9.0,10.0,0.0,37.8,Critical,0.622
cust_2529,Company_2529,pro,1999,2023-08-31,active,11,1,Other,5.7,0,2,3,22.916666666666664,0.0,10.0,5.0,37.9,Critical,0.621
cust_2124,Company_2124,growth,799,2023-09-21,active,5,4,Ecommerce,0.5,5,4,4,10.416666666666668,7.5,20.0,0.0,37.9,Critical,0.621
cust_2389,Company_2389,starter,299,2023-04-06,active,5,1,Ecommerce,1.1,5,4,5,10.416666666666668,7.5,20.0,0.0,37.9,Critical,0.621
cust_1504,Company_1504,enterprise,4999,2023-01-28,active,23,38,SaaS,7.9,2,2,4,25.0,3.0,10.0,0.0,38.0,Critical,0.62
cust_1568,Company_1568,pro,1999,2023-04-13,active,24,2,SaaS,7.3,2,1,3,25.0,3.0,5.0,5.0,38.0,Critical,0.62
cust_1302,Company_1302,starter,299,2023-03-05,active,13,2,Finance,8.7,2,2,4,25.0,3.0,10.0,0.0,38.0,Critical,0.62
cust_2051,Company_2051,starter,299,2023-05-01,active,18,3,Ecommerce,6.6,2,1,3,25.0,3.0,5.0,5.0,38.0,Critical,0.62
cust_3,Company_3,growth,799,2023-05-23,active,1,2,Healthcare,3.7,4,4,2,2.083333333333333,6.0,20.0,10.0,38.1,Critical,0.619
cust_2939,Company_2939,starter,299,2023-09-30,active,1,1,Finance,1.7,14,2,3,2.083333333333333,21.0,10.0,5.0,38.1,Critical,0.619
cust_748,Company_748,starter,299,2023-12-22,active,5,3,Ecommerce,2.5,2,7,5,10.416666666666668,3.0,25.0,0.0,38.4,Critical,0.616
cust_489,Company_489,pro,1999,2023-05-26,active,3,5,Healthcare,8.7,5,4,3,6.25,7.5,20.0,5.0,38.8,Critical,0.612
cust_1956,Company_1956,pro,1999,2023-05-13,active,3,2,SaaS,1.8,15,1,3,6.25,22.5,5.0,5.0,38.8,Critical,0.612
cust_1087,Company_1087,starter,299,2023-06-01,active,4,4,Ecommerce,0.5,7,1,1,8.333333333333332,10.5,5.0,15.0,38.8,Critical,0.612
cust_269,Company_269,enterprise,4999,2023-10-28,active,5,46,Healthcare,9.3,9,3,4,10.416666666666668,13.5,15.0,0.0,38.9,Critical,0.611
cust_996,Company_996,pro,1999,2023-05-08,active,12,4,Other,4.4,6,1,5,25.0,9.0,5.0,0.0,39.0,Critical,0.61
cust_1072,Company_1072,pro,1999,2023-07-25,active,20,2,SaaS,2.0,6,1,4,25.0,9.0,5.0,0.0,39.0,Critical,0.61
cust_1651,Company_1651,enterprise,4999,2023-09-03,active,7,31,Healthcare,5.0,3,3,3,14.583333333333334,4.5,15.0,5.0,39.1,Critical,0.609
cust_1413,Company_1413,pro,1999,2023-02-07,active,7,4,SaaS,5.0,3,4,4,14.583333333333334,4.5,20.0,0.0,39.1,Critical,0.609
cust_2400,Company_2400,starter,299,2023-07-30,active,1,4,Other,6.3,8,5,4,2.083333333333333,12.0,25.0,0.0,39.1,Critical,0.609
cust_2238,Company_2238,growth,799,2023-09-20,active,2,3,Other,4.5,29,1,5,4.166666666666666,30.0,5.0,0.0,39.2,Critical,0.608
cust_2617,Company_2617,growth,799,2023-07-26,active,2,4,Ecommerce,1.9,10,4,4,4.166666666666666,15.0,20.0,0.0,39.2,Critical,0.608
cust_602,Company_602,starter,299,2023-08-22,active,2,2,Other,5.6,23,1,4,4.166666666666666,30.0,5.0,0.0,39.2,Critical,0.608
cust_2902,Company_2902,enterprise,4999,2023-03-01,active,4,33,Finance,1.8,4,8,5,8.333333333333332,6.0,25.0,0.0,39.3,Critical,0.607
cust_1545,Company_1545,starter,299,2023-07-24,active,5,2,Ecommerce,2.6,6,4,5,10.416666666666668,9.0,20.0,0.0,39.4,Critical,0.606
cust_244,Company_244,pro,1999,2023-08-03,active,20,1,Ecommerce,2.5,3,1,3,25.0,4.5,5.0,5.0,39.5,Critical,0.605
cust_1032,Company_1032,pro,1999,2023-06-11,active,14,5,Ecommerce,1.2,3,2,5,25.0,4.5,10.0,0.0,39.5,Critical,0.605
cust_1313,Company_1313,pro,1999,2023-03-24,active,17,2,Ecommerce,4.7,3,1,3,25.0,4.5,5.0,5.0,39.5,Critical,0.605
cust_1787,Company_1787,pro,1999,2023-01-04,active,16,2,Healthcare,8.9,3,2,4,25.0,4.5,10.0,0.0,39.5,Critical,0.605
cust_1488,Company_1488,starter,299,2023-11-12,active,18,2,Finance,8.4,3,2,5,25.0,4.5,10.0,0.0,39.5,Critical,0.605
cust_2435,Company_2435,starter,299,2023-04-16,active,15,3,Other,2.1,3,1,3,25.0,4.5,5.0,5.0,39.5,Critical,0.605
cust_751,Company_751,pro,1999,2023-11-05,active,7,2,Ecommerce,6.9,0,2,1,14.583333333333334,0.0,10.0,15.0,39.6,Critical,0.604
cust_836,Company_836,pro,1999,2023-10-03,active,7,4,Ecommerce,5.0,0,2,1,14.583333333333334,0.0,10.0,15.0,39.6,Critical,0.604
